listing_id,unit_id,project_id,project_name,university,distance_to_campus_m,facility_count,agent_id,floor,size_sqm,room_type,view,furnished,week_listed,date_listed,season_listed,asking_rent,first_asking_rent,weeks_on_market,n_viewings,leased,week_leased,tenant_segment,lease_months
LS004806,U060275,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,8,25.2,studio,pool,False,40,2023-10-10,shoulder,11320.0,11920.0,4,14,True,44,year1,12
LS002098,U010609,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,5,45.3,1BR Plus,standard,True,9,2023-03-07,peak,13190.0,14520.0,10,6,True,19,year2_3,12
LS009684,U050783,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,5,29.8,1BR,standard,True,66,2024-04-09,off,11080.0,11080.0,3,3,True,69,year4,6
LS003181-B,U010688,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,5,24.1,studio,standard,True,24,2023-06-20,peak,11700.0,11570.0,0,3,True,24,year1,12
LS018663,U100391,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG06,6,22.0,studio,standard,True,119,2025-04-15,peak,7000.0,7370.0,5,5,True,124,firstjob,6
LS014911,U070576,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG06,5,20.8,studio,pool,False,104,2024-12-31,peak,10750.0,12510.0,18,4,True,122,year1,12
LS026368,U140085,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,3,25.5,studio,standard,False,158,2026-01-13,normal,8750.0,10160.0,24,12,False,,,
LS006381,U050686,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,2,22.2,studio,standard,True,51,2023-12-26,normal,9640.0,9640.0,2,3,True,53,year1,6
LS023167,U050689,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,6,31.5,1BR,city,False,149,2025-11-11,shoulder,13810.0,13810.0,0,3,True,149,year4,12
LS015216,U070881,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,8,35.2,1BR,standard,True,104,2024-12-31,peak,11430.0,13470.0,21,3,True,125,year1,6
LS011216,U020754,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,7,24.6,studio,standard,True,79,2024-07-09,peak,10610.0,10610.0,0,5,True,79,year2_3,12
LS021103,U040823,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,7,35.4,1BR,city,True,138,2025-08-26,normal,14110.0,14110.0,0,3,True,138,year2_3,12
LS029570,U100280,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG02,4,24.9,studio,standard,True,175,2026-05-12,peak,9540.0,9540.0,0,3,True,175,firstjob,12
LS023986,U061252,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,3,24.4,studio,standard,True,154,2025-12-16,normal,9960.0,9960.0,0,3,True,154,year4,6
LS025802,U180123,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG05,4,43.5,1BR Plus,standard,True,156,2025-12-30,peak,12880.0,15180.0,22,4,True,178,year1,6
LS012583,U040649,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,1,23.4,studio,city,True,93,2024-10-15,shoulder,10760.0,10760.0,0,4,True,93,firstjob,6
LS018347,U050400,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG06,4,21.9,studio,standard,True,118,2025-04-08,peak,9620.0,10080.0,5,3,True,123,year1,12
LS024724,U080441,8,Kave Carnival,ม.รังสิต,400,40,AG06,4,24.6,studio,pool,True,156,2025-12-30,normal,10610.0,10610.0,1,3,True,157,year1,6
LS005038,U040016,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,4,30.6,1BR,standard,False,42,2023-10-24,shoulder,12150.0,12150.0,3,6,True,45,firstjob,12
LS015572,U071237,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,7,36.8,1BR Plus,standard,False,104,2024-12-31,peak,12480.0,14720.0,21,4,True,125,year1,6
LS004240,U061237,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,4,35.0,1BR,standard,True,34,2023-08-29,shoulder,11660.0,12270.0,7,9,True,41,year1,12
LS000201,U010516,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,5,26.9,studio,pool,True,0,2023-01-03,normal,10730.0,10730.0,2,3,True,2,firstjob,6
LS028529,U071198,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,8,32.2,1BR,city,True,171,2026-04-14,peak,13500.0,13500.0,3,5,True,174,year2_3,12
LS011860,U021050,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,2,22.9,studio,pool,True,87,2024-09-03,normal,10200.0,10200.0,2,3,True,89,year1,12
LS024613-B,U080330,8,Kave Carnival,ม.รังสิต,400,40,AG05,7,33.9,1BR,city,True,156,2025-12-30,normal,14240.0,14840.0,1,3,True,157,year1,12
LS016730,U120715,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG02,3,24.7,studio,city,True,104,2024-12-31,off,9410.0,9910.0,6,3,True,110,year2_3,12
LS002192,U030280,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,3,34.3,1BR,standard,True,10,2023-03-14,off,10790.0,11360.0,5,3,True,15,year4,12
LS017017,U000137,0,Kave Condo,ม.กรุงเทพ,100,20,AG05,5,25.3,studio,standard,False,105,2025-01-07,peak,8360.0,9850.0,22,6,True,127,year2_3,6
LS001438,U140105,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG04,1,22.6,studio,city,True,0,2023-01-03,normal,8870.0,8870.0,3,5,True,3,year2_3,12
LS007882,U130232,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG03,7,24.5,studio,pool,True,52,2024-01-02,off,9160.0,10650.0,15,4,True,67,year1,12
LS007017,U090481,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG03,8,23.0,studio,city,True,52,2024-01-02,peak,8800.0,10370.0,26,4,True,78,year2_3,6
LS012777,U050731,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG06,1,24.5,studio,standard,True,94,2024-10-22,shoulder,10340.0,10340.0,0,3,True,94,year2_3,6
LS008718,U011040,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,8,34.3,1BR,pool,True,56,2024-01-30,peak,11150.0,13140.0,14,5,True,70,firstjob,6
LS003382,U140264,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,2,24.6,studio,standard,True,25,2023-06-27,peak,10480.0,10480.0,0,3,True,25,year2_3,12
LS020714,U050176,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,3,25.8,studio,standard,True,134,2025-07-29,peak,10670.0,10670.0,0,9,True,134,year2_3,12
LS017758,U060410,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG05,8,21.9,studio,standard,True,114,2025-03-11,off,9950.0,9950.0,0,3,True,114,year1,6
LS029392,U100264,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,2,31.4,1BR,standard,True,174,2026-05-05,peak,10850.0,10850.0,1,3,True,175,year1,12
LS000465,U020844,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,1,25.8,studio,pool,True,0,2023-01-03,normal,10490.0,10490.0,0,3,True,0,firstjob,12
LS002838,U020619,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,4,33.7,1BR,standard,True,19,2023-05-16,peak,14050.0,14050.0,0,3,True,19,year1,12
LS011814,U090092,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,8,22.4,studio,pool,True,86,2024-08-27,normal,10310.0,10310.0,1,3,True,87,year2_3,12
LS020684,U011002,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,4,22.6,studio,standard,True,134,2025-07-29,normal,10550.0,10550.0,3,10,True,137,year2_3,12
LS023569-B,U130131,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG06,2,24.7,studio,standard,True,151,2025-11-25,off,8020.0,9580.0,17,4,True,168,year4,12
LS005478,U000441,0,Kave Condo,ม.กรุงเทพ,100,20,AG01,1,29.3,1BR,city,True,46,2023-11-21,peak,12260.0,14450.0,25,8,True,71,year2_3,12
LS021577,U020960,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,3,33.9,1BR,standard,True,142,2025-09-23,shoulder,11760.0,12380.0,4,5,True,146,year4,12
LS029160,U100482,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,7,34.5,1BR,standard,True,173,2026-04-28,peak,8940.0,8940.0,3,4,True,176,year1,12
LS014976,U070641,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG06,5,21.2,studio,standard,False,104,2024-12-31,peak,9010.0,10620.0,22,5,True,126,year2_3,6
LS005789,U040592,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,3,26.1,studio,standard,True,48,2023-12-05,normal,9690.0,9690.0,0,3,True,48,year4,12
LS023130,U030269,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,1,28.1,1BR,standard,True,149,2025-11-11,shoulder,13450.0,13450.0,0,5,True,149,year4,12
LS023560,U120468,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG03,5,30.8,1BR,pool,True,151,2025-11-25,shoulder,13920.0,13920.0,0,6,True,151,firstjob,12
LS024746-B,U080463,8,Kave Carnival,ม.รังสิต,400,40,AG02,7,29.6,1BR,city,True,156,2025-12-30,peak,11040.0,13150.0,20,3,True,176,year2_3,12
LS025621,U160458,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG02,4,22.0,studio,standard,False,156,2025-12-30,peak,7380.0,8700.0,22,3,True,178,year1,6
LS024256,U060946,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG05,8,44.9,1BR Plus,standard,True,156,2025-12-30,peak,13100.0,15440.0,18,11,True,174,firstjob,12
LS029839,U030872,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,3,21.9,studio,pool,True,177,2026-05-26,peak,11690.0,11690.0,0,9,True,177,year4,6
LS019862,U031639,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,1,24.1,studio,standard,True,126,2025-06-03,peak,11220.0,11220.0,0,3,True,126,year1,12
LS012112,U000448,0,Kave Condo,ม.กรุงเทพ,100,20,AG03,7,21.7,studio,pool,True,90,2024-09-24,shoulder,10250.0,10250.0,1,3,True,91,year4,6
LS006990,U090454,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,7,25.3,studio,city,True,52,2024-01-02,peak,9160.0,10800.0,23,3,True,75,year2_3,12
LS022082,U020196,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,1,31.2,1BR,standard,True,145,2025-10-14,normal,11650.0,12910.0,9,11,True,154,year1,12
LS004193,U030981,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,7,24.6,studio,pool,True,34,2023-08-29,normal,10980.0,10980.0,0,3,True,34,year1,12
LS001897,U031489,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,5,23.9,studio,standard,True,6,2023-02-14,off,10180.0,10180.0,2,3,True,8,year2_3,6
LS006432,U000466,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,4,46.3,1BR Plus,city,True,52,2024-01-02,peak,11150.0,13140.0,18,3,True,70,firstjob,12
LS024928,U080645,8,Kave Carnival,ม.รังสิต,400,40,AG04,6,37.4,1BR Plus,standard,False,156,2025-12-30,peak,12000.0,14150.0,23,10,True,179,firstjob,6
LS003982,U020276,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,5,33.7,1BR,standard,True,32,2023-08-15,normal,11840.0,11840.0,1,5,True,33,year1,12
LS005279,U030554,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,7,38.9,1BR Plus,standard,True,44,2023-11-07,shoulder,16660.0,16660.0,0,8,True,44,year1,6
LS006625,U090089,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,2,26.2,studio,standard,False,52,2024-01-02,peak,7760.0,9160.0,29,10,True,81,year4,6
LS002754,U020861,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,6,29.2,1BR,city,True,18,2023-05-09,peak,14930.0,14930.0,0,3,True,18,firstjob,12
LS017635,U061021,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,6,40.0,1BR Plus,standard,False,113,2025-03-04,peak,12830.0,14220.0,11,5,True,124,firstjob,12
LS016358,U120343,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG06,8,23.1,studio,pool,False,104,2024-12-31,peak,9050.0,10670.0,22,5,True,126,year2_3,12
LS007323,U100273,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,1,26.0,studio,pool,False,52,2024-01-02,peak,7560.0,8770.0,25,4,True,77,year2_3,6
LS023723,U110141,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG02,8,25.1,studio,city,True,152,2025-12-02,normal,9980.0,9980.0,2,3,True,154,year2_3,6
LS020749,U010264,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,6,25.5,studio,standard,True,135,2025-08-05,normal,9370.0,9370.0,2,5,True,137,year1,12
LS008129,U150233,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG05,3,32.9,1BR,city,True,52,2024-01-02,peak,10380.0,12080.0,20,3,True,72,year2_3,12
LS000585,U030489,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,7,26.6,studio,standard,True,0,2023-01-03,normal,11590.0,11590.0,3,4,True,3,year2_3,6
LS005719,U020308,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,8,26.5,studio,standard,False,48,2023-12-05,off,8830.0,10400.0,15,4,True,63,year2_3,12
LS017652,U010263,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,8,33.1,1BR,city,False,114,2025-03-11,peak,10350.0,11460.0,12,7,True,126,year4,12
LS023321,U040217,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,3,25.0,studio,standard,True,150,2025-11-18,shoulder,9910.0,9910.0,1,4,True,151,year1,12
LS006236,U140325,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,8,20.8,studio,standard,True,50,2023-12-19,normal,9860.0,9860.0,2,3,True,52,year2_3,12
LS008606,U031749,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,1,23.5,studio,city,False,54,2024-01-16,normal,11210.0,11210.0,0,3,True,54,firstjob,6
LS014484,U070149,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,8,22.8,studio,city,True,104,2024-12-31,off,8950.0,10550.0,17,3,True,121,year4,12
LS027374,U040447,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,4,28.4,1BR,city,True,167,2026-03-17,peak,11600.0,12210.0,7,3,True,174,year4,6
LS027494,U020390,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,4,25.2,studio,standard,True,168,2026-03-24,peak,9720.0,10190.0,6,3,True,174,year1,6
LS022023,U090391,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG03,7,29.5,1BR,city,True,144,2025-10-07,shoulder,12320.0,12970.0,4,5,True,148,year1,6
LS017949,U011020,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,6,24.3,studio,city,True,116,2025-03-25,peak,8250.0,8680.0,6,3,True,122,year4,12
LS025469,U160306,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG06,6,22.4,studio,city,True,156,2025-12-30,peak,8800.0,10220.0,22,6,True,178,year2_3,12
LS013700,U060573,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG05,6,32.2,1BR,city,True,99,2024-11-26,normal,13790.0,14520.0,6,4,True,105,year1,6
LS013822,U040676,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,5,24.8,studio,city,True,100,2024-12-03,normal,9980.0,9980.0,0,3,True,100,year2_3,12
LS018365,U060168,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,4,25.8,studio,pool,False,118,2025-04-08,peak,10700.0,11220.0,6,12,True,124,year4,6
LS010413,U040859,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,7,24.8,studio,standard,True,72,2024-05-21,peak,11360.0,11360.0,0,3,True,72,year1,12
LS017866,U040633,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,7,32.7,1BR,pool,True,115,2025-03-18,peak,12950.0,13590.0,7,3,True,122,year4,12
LS026238-B,U041036,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,2,20.7,studio,standard,True,157,2026-01-06,normal,8910.0,9080.0,0,3,True,157,year2_3,6
LS007344,U100294,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG05,3,29.4,1BR,standard,True,52,2024-01-02,shoulder,7940.0,9360.0,42,10,True,94,year1,12
LS019385,U021032,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,2,29.5,1BR,standard,True,123,2025-05-13,peak,14100.0,14100.0,0,3,True,123,firstjob,12
LS010658,U040034,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,3,39.7,1BR Plus,standard,False,74,2024-06-04,shoulder,13960.0,16450.0,24,69,True,98,year1,6
LS003968,U010560,1,Kave Town Space,ม.กรุงเทพ,200,30,AG01,6,23.2,studio,standard,True,32,2023-08-15,normal,9670.0,9670.0,0,3,True,32,year2_3,12
LS030010,U050939,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,3,33.2,1BR,standard,True,178,2026-06-02,peak,15280.0,15280.0,1,14,True,179,year4,12
LS010570,U060843,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,6,33.0,1BR,standard,True,73,2024-05-28,peak,14310.0,14310.0,0,5,True,73,year1,6
LS001353,U060867,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG06,6,23.1,studio,pool,True,0,2023-01-03,off,9090.0,10720.0,17,4,True,17,year1,12
LS029675,U030623,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,7,25.7,studio,pool,False,176,2026-05-19,peak,12010.0,12010.0,1,9,True,177,year2_3,12
LS005575,U140502,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,2,29.7,1BR,pool,False,46,2023-11-21,peak,11420.0,13460.0,24,5,True,70,year1,12
LS008986,U050666,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,1,21.6,studio,standard,False,59,2024-02-20,peak,7910.0,8770.0,11,6,True,70,year1,12
LS020526,U031333,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,2,35.3,1BR,pool,False,132,2025-07-15,peak,14310.0,14310.0,0,6,True,132,year1,12
LS011938,U010388,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,4,23.5,studio,pool,True,88,2024-09-10,shoulder,10410.0,10960.0,4,7,True,92,year2_3,12
LS010087,U021068,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,2,33.6,1BR,pool,False,69,2024-04-30,peak,12200.0,12840.0,4,5,True,73,year4,12
LS028748,U040977,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,7,28.0,1BR,standard,False,172,2026-04-21,peak,11140.0,11730.0,4,4,True,176,year2_3,12
LS022607,U031571,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,1,29.4,1BR,city,True,147,2025-10-28,shoulder,14310.0,14310.0,0,3,True,147,year1,6
LS015415,U071080,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,1,26.7,studio,standard,False,104,2024-12-31,peak,8840.0,10420.0,22,4,True,126,year2_3,6
LS001847,U060300,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,3,23.4,studio,city,True,5,2023-02-07,off,9850.0,9850.0,1,3,True,6,year2_3,6
LS011410,U060537,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,7,26.1,studio,standard,True,81,2024-07-23,peak,11380.0,11380.0,0,3,True,81,year2_3,6
LS015112,U070777,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,3,22.0,studio,pool,True,104,2024-12-31,normal,11210.0,11210.0,3,3,True,107,year2_3,6
LS021851,U060899,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,5,21.0,studio,city,True,143,2025-09-30,shoulder,10810.0,10810.0,0,5,True,143,year4,12
LS025779,U180100,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG06,3,23.3,studio,standard,True,156,2025-12-30,off,8770.0,10340.0,15,3,True,171,year2_3,12
LS026963,U071203,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,4,21.3,studio,city,True,164,2026-02-24,off,9800.0,9800.0,0,3,True,164,year1,12
LS002085,U060964,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,8,27.8,1BR,city,True,8,2023-02-28,off,11880.0,13070.0,8,5,True,16,year1,6
LS017584,U010610,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,8,21.6,studio,city,True,113,2025-03-04,off,9540.0,9540.0,0,3,True,113,year1,12
LS017757,U060390,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,2,22.0,studio,standard,True,114,2025-03-11,off,9740.0,9740.0,0,3,True,114,firstjob,12
LS017564,U090239,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG03,4,23.6,studio,standard,True,112,2025-02-25,off,8890.0,8890.0,1,3,True,113,year4,12
LS020381,U060210,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,2,23.4,studio,city,True,130,2025-07-01,peak,12390.0,12390.0,0,6,True,130,year2_3,12
LS018372,U060396,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,8,24.1,studio,standard,False,118,2025-04-08,peak,8610.0,9060.0,4,3,True,122,year2_3,6
LS020268,U060057,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,4,30.8,1BR,standard,True,129,2025-06-24,peak,14530.0,14530.0,0,14,True,129,year4,12
LS012889,U021044,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,2,27.8,1BR,standard,False,95,2024-10-29,off,10420.0,12270.0,23,16,True,118,firstjob,6
LS026495,U060980,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,7,24.2,studio,city,False,160,2026-01-27,peak,8700.0,10250.0,17,21,True,177,firstjob,6
LS018621,U060264,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG05,4,21.0,studio,city,True,119,2025-04-15,peak,10440.0,10940.0,4,3,True,123,year2_3,6
LS013216,U010657,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,6,28.9,1BR,standard,True,97,2024-11-12,shoulder,12160.0,12160.0,0,6,True,97,year2_3,12
LS026973,U120565,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,3,24.0,studio,standard,True,164,2026-02-24,off,10050.0,10050.0,0,3,True,164,year2_3,12
LS026453,U020666,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,1,27.9,1BR,standard,True,160,2026-01-27,off,11480.0,12040.0,6,3,True,166,year1,12
LS019322,U150100,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG05,7,24.7,studio,standard,True,122,2025-05-06,peak,9630.0,10140.0,4,5,True,126,year1,12
LS022261,U010583,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,3,46.0,1BR Plus,standard,False,146,2025-10-21,peak,12800.0,15100.0,32,29,True,178,firstjob,12
LS008623,U050986,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,5,26.0,studio,standard,True,54,2024-01-16,normal,10650.0,10650.0,1,3,True,55,firstjob,12
LS023683,U070298,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,7,25.5,studio,standard,True,152,2025-12-02,normal,10560.0,10560.0,0,3,True,152,firstjob,12
LS000170,U010329,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,8,23.3,studio,standard,True,0,2023-01-03,normal,10280.0,10280.0,3,3,True,3,year1,12
LS011388,U031605,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,3,25.8,studio,standard,True,81,2024-07-23,peak,12240.0,12240.0,0,10,True,81,year1,12
LS023150,U040903,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,1,25.1,studio,pool,False,149,2025-11-11,peak,9070.0,10700.0,25,13,True,174,year1,12
LS006751,U090215,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG04,5,34.2,1BR,standard,True,52,2024-01-02,peak,9280.0,10940.0,19,4,True,71,year1,6
LS018650,U100032,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG02,1,33.1,1BR,city,True,119,2025-04-15,peak,8810.0,9270.0,7,5,True,126,year2_3,6
LS026196,U000577,0,Kave Condo,ม.กรุงเทพ,100,20,AG06,6,26.8,studio,pool,True,157,2026-01-06,normal,10320.0,10320.0,1,3,True,158,year2_3,12
LS010615,U020627,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,4,21.2,studio,standard,False,74,2024-06-04,peak,11680.0,11680.0,1,4,True,75,year2_3,6
LS001354,U060872,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,7,23.5,studio,pool,False,0,2023-01-03,peak,8730.0,10290.0,20,8,True,20,year2_3,12
LS029025,U030670,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,2,21.5,studio,standard,False,173,2026-04-28,peak,9220.0,9710.0,4,15,True,177,year1,12
LS001421,U061260,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,7,22.1,studio,standard,True,0,2023-01-03,normal,9960.0,9960.0,0,3,True,0,year1,12
LS018609,U050753,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,4,24.5,studio,standard,True,119,2025-04-15,peak,8600.0,9050.0,5,7,True,124,year2_3,6
LS012248,U140096,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,5,25.0,studio,standard,True,90,2024-09-24,shoulder,9920.0,9920.0,2,5,True,92,year1,6
LS026039,U180360,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG06,6,24.7,studio,standard,True,156,2025-12-30,normal,10030.0,10030.0,3,3,True,159,year2_3,6
LS013535,U100149,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG03,3,37.9,1BR Plus,city,False,98,2024-11-19,shoulder,10270.0,12120.0,84,21,False,,,
LS007185,U100135,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,8,21.1,studio,standard,True,52,2024-01-02,normal,6740.0,7950.0,32,11,True,84,year4,12
LS029111,U070917,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG05,6,26.8,studio,standard,False,173,2026-04-28,peak,10960.0,10960.0,1,4,True,174,year4,6
LS009198,U050863,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,7,25.3,studio,pool,True,62,2024-03-12,peak,9350.0,10360.0,8,6,True,70,firstjob,12
LS002534,U010760,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,4,29.0,1BR,standard,True,15,2023-04-18,peak,11270.0,11270.0,3,3,True,18,year1,12
LS017299,U010914,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,5,26.3,studio,city,True,109,2025-02-04,off,9640.0,9640.0,0,3,True,109,firstjob,12
LS013904,U010031,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,8,26.4,studio,standard,True,101,2024-12-10,normal,9970.0,9970.0,2,5,True,103,year1,12
LS017220,U150054,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG02,3,26.5,studio,pool,True,107,2025-01-21,peak,8490.0,9860.0,16,4,True,123,year2_3,6
LS005001,U030196,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,8,46.4,1BR Plus,city,False,42,2023-10-24,shoulder,16200.0,16200.0,0,3,True,42,year2_3,12
LS014645,U070310,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,1,33.7,1BR,standard,False,104,2024-12-31,peak,11220.0,13230.0,18,3,True,122,year1,6
