unit_id,project_id,floor,size_sqm,room_type,view,furnished,agent_id
U071154,7,6,21.3,studio,standard,False,AG03
U071155,7,2,25.0,studio,pool,True,AG02
U071156,7,8,28.9,1BR,standard,False,AG05
U071157,7,5,24.6,studio,standard,True,AG02
U071158,7,3,40.7,1BR Plus,standard,True,AG02
U071159,7,6,20.7,studio,standard,True,AG03
U071160,7,3,21.1,studio,standard,True,AG06
U071161,7,7,34.0,1BR,city,True,AG03
U071162,7,8,29.7,1BR,pool,False,AG05
U071163,7,4,21.2,studio,pool,False,AG06
U071164,7,8,23.8,studio,standard,True,AG03
U071165,7,5,30.2,1BR,pool,True,AG01
U071166,7,4,35.3,1BR,standard,True,AG04
U071167,7,1,45.8,1BR Plus,standard,False,AG01
U071168,7,6,27.8,1BR,standard,True,AG06
U071169,7,4,33.6,1BR,standard,True,AG01
U071170,7,3,23.8,studio,standard,True,AG06
U071171,7,8,25.7,studio,pool,True,AG02
U071172,7,6,38.1,1BR Plus,city,True,AG03
U071173,7,6,32.6,1BR,pool,True,AG01
U071174,7,1,40.4,1BR Plus,standard,True,AG04
U071175,7,4,32.8,1BR,standard,True,AG05
U071176,7,8,22.0,studio,standard,True,AG05
U071177,7,5,30.4,1BR,standard,False,AG05
U071178,7,5,35.4,1BR,standard,True,AG04
U071179,7,8,22.7,studio,standard,False,AG04
U071180,7,7,25.1,studio,pool,True,AG02
U071181,7,8,35.4,1BR,standard,True,AG04
U071182,7,2,23.3,studio,pool,True,AG06
U071183,7,5,21.8,studio,standard,True,AG01
U071184,7,3,34.6,1BR,standard,True,AG02
U071185,7,5,22.8,studio,standard,True,AG06
U071186,7,6,21.3,studio,standard,True,AG01
U071187,7,8,21.0,studio,standard,True,AG01
U071188,7,5,21.6,studio,standard,True,AG01
U071189,7,5,26.4,studio,standard,False,AG05
U071190,7,5,35.2,1BR,pool,True,AG04
U071191,7,5,33.7,1BR,city,True,AG02
U071192,7,3,24.0,studio,pool,True,AG03
U071193,7,1,23.7,studio,standard,True,AG02
U071194,7,4,24.2,studio,standard,True,AG05
U071195,7,7,34.8,1BR,city,False,AG06
U071196,7,5,28.6,1BR,city,True,AG06
U071197,7,6,21.5,studio,standard,True,AG02
U071198,7,8,32.2,1BR,city,True,AG02
U071199,7,3,20.8,studio,standard,True,AG01
U071200,7,4,28.2,1BR,standard,True,AG03
U071201,7,2,27.7,1BR,pool,True,AG01
U071202,7,3,23.0,studio,standard,True,AG04
U071203,7,4,21.3,studio,city,True,AG04
U071204,7,8,25.3,studio,city,False,AG04
U071205,7,4,32.1,1BR,city,True,AG01
U071206,7,2,30.5,1BR,standard,True,AG03
U071207,7,8,21.5,studio,standard,True,AG01
U071208,7,4,21.8,studio,city,True,AG01
U071209,7,5,24.7,studio,standard,True,AG05
U071210,7,2,25.9,studio,standard,False,AG05
U071211,7,8,34.6,1BR,city,True,AG04
U071212,7,2,42.7,1BR Plus,standard,True,AG01
U071213,7,1,21.1,studio,city,True,AG03
U071214,7,3,44.2,1BR Plus,standard,True,AG04
U071215,7,5,34.2,1BR,standard,False,AG01
U071216,7,2,25.1,studio,pool,True,AG03
U071217,7,2,23.7,studio,pool,True,AG02
U071218,7,7,34.6,1BR,standard,True,AG01
U071219,7,4,36.7,1BR Plus,standard,False,AG02
U071220,7,4,29.3,1BR,standard,True,AG05
U071221,7,7,20.9,studio,standard,True,AG04
U071222,7,4,30.5,1BR,pool,True,AG04
U071223,7,5,21.6,studio,pool,True,AG05
U071224,7,6,25.7,studio,standard,True,AG01
U071225,7,4,26.8,studio,standard,True,AG06
U071226,7,8,24.8,studio,pool,True,AG04
U071227,7,7,31.3,1BR,city,True,AG01
U071228,7,8,26.0,studio,standard,False,AG02
U071229,7,1,24.0,studio,city,True,AG02
U071230,7,8,24.5,studio,standard,False,AG04
U071231,7,5,28.2,1BR,standard,True,AG04
U071232,7,4,24.4,studio,city,True,AG03
U071233,7,7,26.0,studio,pool,True,AG01
U071234,7,2,24.6,studio,city,True,AG02
U071235,7,1,32.8,1BR,city,True,AG06
U071236,7,1,27.5,1BR,city,True,AG02
U071237,7,7,36.8,1BR Plus,standard,False,AG01
U071238,7,6,23.4,studio,standard,True,AG01
U071239,7,2,44.1,1BR Plus,city,True,AG03
U071240,7,3,23.9,studio,city,True,AG05
U071241,7,5,25.6,studio,city,True,AG01
U071242,7,2,29.8,1BR,standard,True,AG05
U071243,7,4,38.9,1BR Plus,standard,False,AG02
U071244,7,5,35.3,1BR,pool,True,AG01
U071245,7,2,22.5,studio,standard,True,AG03
U071246,7,3,28.2,1BR,standard,True,AG02
U071247,7,6,29.9,1BR,standard,True,AG02
U071248,7,5,31.9,1BR,standard,False,AG02
U071249,7,6,36.7,1BR Plus,pool,True,AG03
U071250,7,4,41.3,1BR Plus,city,True,AG06
U071251,7,4,24.7,studio,standard,True,AG01
U071252,7,4,30.2,1BR,city,True,AG04
U071253,7,4,30.3,1BR,standard,True,AG03
U071254,7,8,40.3,1BR Plus,standard,False,AG04
U071255,7,8,35.2,1BR,standard,True,AG01
U071256,7,7,21.9,studio,standard,True,AG06
U071257,7,7,30.1,1BR,pool,True,AG03
U071258,7,5,29.5,1BR,standard,False,AG01
U071259,7,6,21.9,studio,city,True,AG01
U071260,7,1,22.5,studio,standard,True,AG06
U071261,7,7,30.3,1BR,city,True,AG02
U071262,7,6,20.8,studio,standard,True,AG01
U071263,7,2,45.7,1BR Plus,standard,True,AG02
U071264,7,5,42.3,1BR Plus,standard,True,AG05
U071265,7,4,24.4,studio,standard,True,AG04
U071266,7,3,26.1,studio,standard,True,AG05
U071267,7,2,23.8,studio,standard,True,AG01
U071268,7,6,35.4,1BR,standard,True,AG02
U071269,7,4,23.0,studio,city,True,AG01
U071270,7,3,24.8,studio,city,True,AG01
U071271,7,1,34.7,1BR,standard,True,AG02
U071272,7,7,22.6,studio,city,True,AG01
U071273,7,3,44.4,1BR Plus,pool,True,AG01
U071274,7,7,24.2,studio,city,True,AG03
U071275,7,1,23.5,studio,pool,True,AG05
U071276,7,1,32.7,1BR,city,True,AG06
U071277,7,4,24.3,studio,standard,False,AG03
U071278,7,1,25.4,studio,standard,True,AG01
U071279,7,2,21.6,studio,standard,True,AG03
U071280,7,3,24.4,studio,standard,True,AG02
U071281,7,2,34.1,1BR,standard,True,AG05
U071282,7,7,21.7,studio,standard,True,AG04
U071283,7,6,23.1,studio,standard,False,AG06
U071284,7,2,22.9,studio,city,True,AG05
U071285,7,3,25.5,studio,standard,True,AG02
U071286,7,4,38.9,1BR Plus,standard,True,AG03
U071287,7,1,24.5,studio,standard,True,AG03
U071288,7,4,27.5,1BR,standard,False,AG06
U071289,7,2,29.3,1BR,standard,True,AG01
U071290,7,8,26.6,studio,pool,False,AG01
U071291,7,7,43.7,1BR Plus,city,True,AG06
U071292,7,2,30.0,1BR,standard,True,AG04
U071293,7,2,22.5,studio,pool,False,AG02
U071294,7,3,34.3,1BR,standard,True,AG03
U071295,7,1,25.0,studio,standard,True,AG03
U071296,7,2,25.1,studio,pool,True,AG06
U071297,7,6,20.8,studio,standard,True,AG02
U071298,7,3,26.3,studio,standard,True,AG06
U071299,7,4,32.9,1BR,city,True,AG02
U071300,7,7,34.1,1BR,standard,True,AG05
U071301,7,4,30.6,1BR,city,True,AG01
U071302,7,8,25.7,studio,standard,True,AG01
U071303,7,1,34.1,1BR,city,True,AG05
U071304,7,4,26.6,studio,city,True,AG05
U071305,7,8,25.1,studio,city,True,AG04
U071306,7,6,23.7,studio,standard,True,AG03
U071307,7,4,26.1,studio,city,True,AG04
U071308,7,4,41.4,1BR Plus,pool,True,AG02
U071309,7,4,46.7,1BR Plus,city,True,AG06
U071310,7,5,21.9,studio,standard,False,AG06
U071311,7,4,27.6,1BR,standard,True,AG05
U071312,7,1,29.7,1BR,city,True,AG05
U071313,7,6,37.2,1BR Plus,standard,True,AG02
U071314,7,2,27.7,1BR,standard,True,AG05
U071315,7,5,37.5,1BR Plus,standard,False,AG05
U071316,7,4,21.6,studio,standard,True,AG06
U071317,7,2,30.1,1BR,pool,True,AG01
U071318,7,1,24.1,studio,standard,True,AG03
U071319,7,1,27.5,1BR,standard,True,AG05
U071320,7,3,32.4,1BR,standard,True,AG06
U071321,7,5,20.7,studio,standard,True,AG04
U071322,7,5,27.8,1BR,standard,True,AG03
U071323,7,8,24.8,studio,standard,True,AG02
U071324,7,3,23.2,studio,standard,True,AG01
U071325,7,3,29.5,1BR,standard,True,AG03
U071326,7,3,23.3,studio,standard,True,AG02
U071327,7,1,27.2,1BR,standard,False,AG01
U071328,7,2,24.5,studio,standard,True,AG03
U071329,7,5,28.4,1BR,city,False,AG04
U071330,7,1,31.2,1BR,standard,True,AG02
U071331,7,6,29.0,1BR,pool,True,AG04
U071332,7,2,24.5,studio,city,False,AG05
U071333,7,3,22.1,studio,city,True,AG01
U071334,7,6,27.0,studio,standard,False,AG05
U071335,7,4,21.0,studio,standard,True,AG06
U071336,7,4,21.8,studio,city,False,AG04
U071337,7,3,25.5,studio,city,True,AG05
U071338,7,7,30.4,1BR,standard,True,AG04
U071339,7,6,21.8,studio,standard,True,AG01
U071340,7,1,28.9,1BR,standard,True,AG03
U071341,7,7,36.0,1BR Plus,city,True,AG04
U071342,7,4,21.6,studio,city,True,AG03
U071343,7,8,34.8,1BR,city,False,AG04
U071344,7,3,28.2,1BR,city,True,AG05
U071345,7,8,23.7,studio,standard,True,AG05
U071346,7,4,34.2,1BR,city,True,AG03
U071347,7,1,30.3,1BR,city,True,AG03
U071348,7,5,25.9,studio,pool,True,AG04
U071349,7,3,26.5,studio,standard,False,AG02
U071350,7,5,32.9,1BR,standard,False,AG02
U071351,7,8,24.9,studio,pool,True,AG03
U071352,7,8,44.6,1BR Plus,standard,False,AG01
U071353,7,8,29.7,1BR,standard,True,AG04
U071354,7,8,25.3,studio,standard,False,AG05
U071355,7,8,21.2,studio,pool,False,AG06
U071356,7,5,32.5,1BR,city,True,AG06
U071357,7,8,31.2,1BR,standard,True,AG06
U071358,7,7,21.7,studio,standard,False,AG02
U071359,7,3,27.7,1BR,standard,False,AG01
U071360,7,2,32.6,1BR,standard,False,AG03
U071361,7,5,20.9,studio,pool,True,AG04
U071362,7,6,26.5,studio,standard,True,AG02
U071363,7,6,39.9,1BR Plus,pool,True,AG05
U071364,7,4,24.3,studio,city,False,AG05
U071365,7,6,22.6,studio,pool,False,AG05
U071366,7,8,43.2,1BR Plus,standard,True,AG03
U071367,7,5,24.1,studio,standard,True,AG06
U071368,7,2,38.7,1BR Plus,city,True,AG04
U071369,7,3,25.3,studio,standard,True,AG04
U071370,7,3,30.9,1BR,pool,False,AG01
U071371,7,2,21.7,studio,city,True,AG02
U071372,7,4,30.5,1BR,pool,True,AG02
U071373,7,7,30.3,1BR,pool,True,AG05
U071374,7,5,28.3,1BR,city,True,AG02
U071375,7,4,23.3,studio,standard,False,AG03
U071376,7,5,22.0,studio,standard,True,AG01
U071377,7,3,22.6,studio,city,True,AG04
U071378,7,1,31.8,1BR,city,True,AG04
U071379,7,5,33.8,1BR,city,False,AG06
U071380,7,3,21.6,studio,pool,True,AG06
U071381,7,5,23.8,studio,pool,True,AG02
U071382,7,4,35.5,1BR,standard,True,AG01
U071383,7,6,23.5,studio,standard,True,AG01
U071384,7,5,25.1,studio,city,True,AG01
U071385,7,5,29.7,1BR,standard,True,AG04
U071386,7,5,25.2,studio,standard,True,AG02
U071387,7,2,25.8,studio,standard,True,AG01
U071388,7,3,21.7,studio,standard,True,AG05
U071389,7,6,36.3,1BR Plus,standard,True,AG01
U071390,7,5,25.2,studio,standard,True,AG05
U071391,7,3,22.8,studio,city,True,AG04
U071392,7,5,21.6,studio,standard,True,AG02
U071393,7,2,21.6,studio,standard,True,AG04
U071394,7,8,29.7,1BR,city,True,AG06
U071395,7,8,25.2,studio,city,True,AG04
U071396,7,1,42.1,1BR Plus,standard,True,AG05
U071397,7,3,38.6,1BR Plus,city,True,AG02
U071398,7,4,30.1,1BR,pool,False,AG06
U071399,7,4,26.0,studio,city,True,AG03
U071400,7,7,26.7,studio,standard,True,AG02
U071401,7,1,20.7,studio,city,True,AG02
U071402,7,5,21.9,studio,standard,False,AG05
U071403,7,4,31.6,1BR,city,True,AG06
U071404,7,5,22.9,studio,pool,True,AG05
U071405,7,5,27.3,1BR,standard,True,AG04
U071406,7,2,33.6,1BR,standard,False,AG06
U071407,7,6,21.1,studio,standard,True,AG06
U071408,7,1,22.9,studio,standard,True,AG06
U071409,7,6,30.2,1BR,city,True,AG01
U071410,7,1,28.3,1BR,standard,True,AG05
U071411,7,2,22.6,studio,city,True,AG02
U071412,7,1,43.2,1BR Plus,city,True,AG03
U071413,7,7,25.7,studio,pool,True,AG01
U071414,7,1,22.6,studio,standard,True,AG02
U071415,7,6,23.2,studio,standard,True,AG02
U071416,7,8,24.7,studio,standard,False,AG01
U071417,7,5,25.3,studio,city,True,AG03
U071418,7,6,21.1,studio,standard,False,AG02
U071419,7,3,20.7,studio,standard,False,AG02
U071420,7,6,25.0,studio,standard,True,AG05
U071421,7,6,32.2,1BR,standard,True,AG05
U071422,7,4,44.6,1BR Plus,city,True,AG06
U080000,8,5,23.5,studio,standard,True,AG05
U080001,8,7,34.6,1BR,city,True,AG03
U080002,8,6,44.8,1BR Plus,standard,False,AG06
U080003,8,1,26.5,studio,standard,True,AG01
U080004,8,5,20.6,studio,standard,True,AG01
U080005,8,7,38.1,1BR Plus,standard,False,AG02
U080006,8,2,27.6,1BR,city,True,AG05
U080007,8,6,20.7,studio,city,False,AG05
U080008,8,8,34.6,1BR,city,True,AG06
U080009,8,8,36.3,1BR Plus,standard,True,AG03
U080010,8,5,41.8,1BR Plus,standard,True,AG01
U080011,8,1,20.7,studio,city,False,AG04
U080012,8,2,20.9,studio,standard,True,AG03
U080013,8,6,32.0,1BR,standard,True,AG04
U080014,8,1,24.1,studio,city,True,AG04
U080015,8,1,28.8,1BR,city,True,AG06
U080016,8,4,34.1,1BR,standard,True,AG06
U080017,8,3,28.1,1BR,city,True,AG06
U080018,8,8,24.5,studio,city,False,AG05
U080019,8,3,32.5,1BR,city,True,AG06
U080020,8,8,43.8,1BR Plus,pool,True,AG04
U080021,8,4,33.9,1BR,standard,True,AG02
U080022,8,1,36.4,1BR Plus,standard,True,AG02
U080023,8,2,28.5,1BR,standard,True,AG02
U080024,8,2,25.5,studio,standard,True,AG06
U080025,8,6,27.6,1BR,standard,True,AG03
U080026,8,8,26.8,studio,standard,True,AG01
U080027,8,1,31.4,1BR,standard,True,AG06
U080028,8,1,25.0,studio,city,False,AG04
U080029,8,7,26.9,studio,standard,True,AG01
U080030,8,4,42.1,1BR Plus,standard,False,AG04
U080031,8,2,23.0,studio,standard,False,AG02
U080032,8,6,24.1,studio,standard,False,AG02
U080033,8,1,32.0,1BR,standard,True,AG02
U080034,8,1,31.9,1BR,standard,True,AG04
U080035,8,3,23.8,studio,pool,True,AG01
U080036,8,4,24.7,studio,standard,True,AG05
U080037,8,7,22.6,studio,standard,False,AG03
U080038,8,2,21.7,studio,city,True,AG04
U080039,8,8,24.0,studio,standard,True,AG04
U080040,8,5,21.2,studio,city,True,AG03
U080041,8,7,25.8,studio,city,True,AG01
U080042,8,5,24.3,studio,standard,True,AG02
U080043,8,7,26.5,studio,standard,True,AG03
U080044,8,6,29.2,1BR,city,False,AG06
U080045,8,6,23.7,studio,standard,True,AG05
U080046,8,6,34.0,1BR,standard,True,AG01
U080047,8,3,20.9,studio,city,True,AG04
U080048,8,5,21.5,studio,city,True,AG06
U080049,8,4,23.9,studio,standard,True,AG03
U080050,8,8,27.3,1BR,standard,True,AG06
U080051,8,4,21.0,studio,standard,True,AG05
U080052,8,4,41.3,1BR Plus,city,True,AG01
U080053,8,7,25.1,studio,standard,False,AG02
U080054,8,3,24.3,studio,standard,True,AG05
U080055,8,7,33.8,1BR,city,True,AG03
U080056,8,7,35.2,1BR,standard,True,AG03
U080057,8,5,28.4,1BR,standard,False,AG06
U080058,8,7,23.6,studio,city,True,AG05
U080059,8,8,30.5,1BR,standard,True,AG01
U080060,8,4,25.9,studio,standard,True,AG05
U080061,8,8,28.5,1BR,standard,False,AG03
U080062,8,3,24.2,studio,standard,True,AG05
U080063,8,1,21.4,studio,standard,True,AG06
U080064,8,7,27.8,1BR,city,True,AG06
U080065,8,2,26.2,studio,pool,True,AG01
U080066,8,8,41.8,1BR Plus,standard,False,AG02
U080067,8,2,21.2,studio,city,False,AG01
U080068,8,1,28.6,1BR,standard,False,AG02
U080069,8,3,39.2,1BR Plus,standard,False,AG05
U080070,8,3,24.0,studio,pool,True,AG04
U080071,8,1,21.0,studio,standard,True,AG03
U080072,8,4,23.6,studio,standard,True,AG06
U080073,8,2,30.7,1BR,city,True,AG04
U080074,8,7,22.0,studio,standard,True,AG04
U080075,8,2,21.1,studio,standard,True,AG01
U080076,8,2,21.5,studio,standard,True,AG04
U080077,8,6,20.7,studio,standard,True,AG06
U080078,8,6,36.7,1BR Plus,pool,True,AG06
U080079,8,6,29.0,1BR,standard,True,AG04
U080080,8,7,33.9,1BR,city,False,AG02
U080081,8,8,25.6,studio,city,False,AG04
U080082,8,5,26.2,studio,city,True,AG06
U080083,8,5,25.9,studio,city,True,AG05
U080084,8,4,22.7,studio,standard,True,AG01
U080085,8,2,22.0,studio,standard,True,AG06
U080086,8,3,25.8,studio,standard,True,AG03
U080087,8,2,21.2,studio,standard,True,AG05
U080088,8,3,25.1,studio,standard,True,AG04
U080089,8,2,25.2,studio,standard,True,AG01
U080090,8,3,27.2,1BR,standard,False,AG03
U080091,8,6,21.8,studio,standard,True,AG06
U080092,8,4,28.3,1BR,city,True,AG02
U080093,8,8,21.7,studio,standard,False,AG04
U080094,8,5,23.8,studio,pool,False,AG03
U080095,8,6,20.7,studio,city,True,AG03
U080096,8,7,25.4,studio,pool,True,AG06
U080097,8,7,26.1,studio,standard,True,AG05
U080098,8,7,24.2,studio,standard,True,AG02
U080099,8,4,29.9,1BR,city,True,AG06
U080100,8,6,20.6,studio,standard,True,AG03
U080101,8,3,25.9,studio,standard,True,AG03
U080102,8,1,41.7,1BR Plus,city,False,AG06
U080103,8,1,30.5,1BR,city,False,AG05
U080104,8,2,26.9,studio,standard,True,AG01
U080105,8,3,23.1,studio,standard,False,AG04
U080106,8,8,34.4,1BR,city,True,AG02
U080107,8,8,29.4,1BR,standard,True,AG06
U080108,8,1,42.9,1BR Plus,standard,True,AG03
U080109,8,8,27.6,1BR,standard,True,AG06
U080110,8,6,24.1,studio,pool,True,AG04
U080111,8,3,28.4,1BR,standard,True,AG05
U080112,8,2,33.9,1BR,standard,True,AG03
U080113,8,2,26.0,studio,standard,True,AG05
U080114,8,6,27.3,1BR,city,False,AG01
U080115,8,1,43.8,1BR Plus,standard,False,AG02
U080116,8,8,24.7,studio,standard,True,AG02
U080117,8,7,21.3,studio,standard,True,AG01
U080118,8,5,25.5,studio,standard,True,AG06
U080119,8,1,22.6,studio,standard,True,AG06
U080120,8,3,25.6,studio,standard,True,AG02
U080121,8,6,22.6,studio,city,True,AG01
U080122,8,6,21.5,studio,city,False,AG04
U080123,8,1,41.2,1BR Plus,city,True,AG06
U080124,8,4,27.0,studio,standard,True,AG06
U080125,8,6,30.6,1BR,standard,True,AG04
U080126,8,4,36.5,1BR Plus,standard,True,AG05
U080127,8,1,25.7,studio,city,False,AG04
U080128,8,2,24.9,studio,standard,True,AG01
U080129,8,4,33.7,1BR,city,False,AG02
U080130,8,4,23.2,studio,city,True,AG02
U080131,8,3,30.3,1BR,pool,True,AG06
U080132,8,6,33.5,1BR,standard,True,AG06
U080133,8,7,38.5,1BR Plus,city,False,AG06
U080134,8,6,24.8,studio,standard,True,AG02
U080135,8,7,22.4,studio,city,False,AG01
U080136,8,7,25.4,studio,standard,True,AG04
U080137,8,6,21.3,studio,pool,True,AG06
U080138,8,6,22.2,studio,standard,True,AG05
U080139,8,4,34.0,1BR,city,True,AG03
U080140,8,1,25.4,studio,city,True,AG01
U080141,8,2,29.6,1BR,city,True,AG05
U080142,8,4,34.9,1BR,standard,False,AG05
U080143,8,2,25.6,studio,standard,True,AG03
U080144,8,4,23.4,studio,standard,False,AG05
U080145,8,2,25.8,studio,standard,True,AG05
U080146,8,2,38.4,1BR Plus,standard,False,AG03
U080147,8,5,22.2,studio,standard,True,AG06
U080148,8,5,27.9,1BR,standard,True,AG03
U080149,8,2,25.0,studio,standard,False,AG02
U080150,8,5,21.7,studio,standard,True,AG06
U080151,8,4,35.7,1BR Plus,pool,True,AG04
U080152,8,7,21.3,studio,standard,False,AG04
U080153,8,1,21.7,studio,pool,True,AG02
U080154,8,8,28.2,1BR,standard,True,AG02
U080155,8,7,32.0,1BR,standard,False,AG06
U080156,8,2,25.8,studio,city,True,AG04
U080157,8,7,35.1,1BR,city,True,AG04
U080158,8,4,21.0,studio,pool,True,AG04
U080159,8,4,27.0,1BR,city,True,AG01
U080160,8,1,28.2,1BR,standard,True,AG01
U080161,8,2,25.3,studio,city,True,AG03
U080162,8,6,23.4,studio,standard,True,AG03
U080163,8,5,27.0,studio,city,True,AG03
U080164,8,7,20.6,studio,standard,True,AG06
U080165,8,3,23.7,studio,standard,False,AG02
U080166,8,2,34.6,1BR,standard,True,AG04
U080167,8,1,38.5,1BR Plus,standard,True,AG05
U080168,8,1,26.3,studio,standard,True,AG01
U080169,8,8,21.8,studio,standard,True,AG01
U080170,8,5,25.5,studio,standard,True,AG04
U080171,8,2,27.1,1BR,standard,False,AG01
U080172,8,7,25.3,studio,standard,True,AG03
U080173,8,1,22.0,studio,city,True,AG06
U080174,8,6,36.5,1BR Plus,standard,True,AG05
U080175,8,3,41.7,1BR Plus,standard,True,AG06
U080176,8,7,22.9,studio,city,True,AG05
U080177,8,6,21.0,studio,standard,False,AG04
U080178,8,6,22.4,studio,city,True,AG05
U080179,8,5,34.7,1BR,city,True,AG02
U080180,8,6,33.3,1BR,standard,True,AG04
U080181,8,7,22.6,studio,standard,True,AG06
U080182,8,6,30.3,1BR,pool,False,AG03
U080183,8,5,31.9,1BR,standard,False,AG03
U080184,8,4,28.5,1BR,city,True,AG06
U080185,8,3,33.8,1BR,standard,True,AG01
U080186,8,6,28.8,1BR,standard,True,AG04
U080187,8,5,21.1,studio,standard,False,AG01
U080188,8,3,42.0,1BR Plus,standard,True,AG03
U080189,8,1,24.3,studio,standard,True,AG02
U080190,8,8,41.8,1BR Plus,standard,True,AG06
U080191,8,2,30.9,1BR,standard,True,AG03
U080192,8,5,34.1,1BR,city,True,AG01
U080193,8,3,33.9,1BR,pool,True,AG04
U080194,8,6,30.1,1BR,standard,True,AG03
U080195,8,8,25.1,studio,standard,True,AG06
U080196,8,8,41.3,1BR Plus,standard,False,AG02
U080197,8,2,29.1,1BR,standard,True,AG03
U080198,8,1,46.1,1BR Plus,pool,True,AG06
U080199,8,1,41.1,1BR Plus,city,True,AG03
U080200,8,2,22.2,studio,pool,True,AG06
U080201,8,3,22.1,studio,standard,True,AG03
U080202,8,1,28.6,1BR,standard,True,AG06
U080203,8,7,27.1,1BR,city,True,AG06
U080204,8,1,21.0,studio,city,True,AG03
U080205,8,2,26.7,studio,city,True,AG06
U080206,8,2,33.3,1BR,city,True,AG01
U080207,8,2,25.4,studio,standard,True,AG05
U080208,8,7,35.6,1BR Plus,standard,True,AG06
U080209,8,8,27.8,1BR,city,True,AG01
U080210,8,7,24.9,studio,city,True,AG05
U080211,8,1,45.1,1BR Plus,standard,True,AG05
U080212,8,2,20.6,studio,standard,True,AG05
U080213,8,2,24.7,studio,pool,True,AG04
U080214,8,4,28.0,1BR,standard,True,AG01
U080215,8,6,30.7,1BR,city,True,AG05
U080216,8,3,27.6,1BR,standard,True,AG01
U080217,8,3,33.3,1BR,pool,True,AG05
U080218,8,5,36.0,1BR Plus,standard,True,AG01
U080219,8,2,23.0,studio,pool,True,AG01
U080220,8,8,22.7,studio,city,False,AG01
U080221,8,1,31.5,1BR,pool,True,AG06
U080222,8,4,22.5,studio,standard,True,AG04
U080223,8,1,41.8,1BR Plus,standard,False,AG02
U080224,8,4,30.5,1BR,standard,True,AG02
U080225,8,7,24.7,studio,standard,True,AG02
U080226,8,7,22.9,studio,standard,True,AG03
U080227,8,3,41.0,1BR Plus,standard,False,AG03
U080228,8,3,22.0,studio,pool,False,AG04
U080229,8,3,30.3,1BR,standard,True,AG05
U080230,8,8,23.4,studio,standard,True,AG06
U080231,8,8,26.3,studio,standard,True,AG04
U080232,8,6,21.3,studio,standard,True,AG06
U080233,8,1,22.1,studio,standard,True,AG05
U080234,8,2,32.9,1BR,city,False,AG06
U080235,8,8,33.6,1BR,standard,True,AG06
U080236,8,6,33.8,1BR,city,False,AG04
U080237,8,4,31.7,1BR,standard,True,AG04
U080238,8,2,35.5,1BR,standard,False,AG06
U080239,8,4,30.9,1BR,standard,False,AG01
U080240,8,7,28.8,1BR,standard,True,AG06
U080241,8,6,37.9,1BR Plus,standard,False,AG05
U080242,8,1,33.7,1BR,standard,True,AG02
U080243,8,7,39.2,1BR Plus,standard,False,AG02
U080244,8,8,22.6,studio,city,False,AG02
U080245,8,4,21.6,studio,standard,True,AG03
U080246,8,3,29.7,1BR,standard,True,AG06
U080247,8,4,22.1,studio,city,True,AG06
U080248,8,6,28.8,1BR,city,True,AG05
U080249,8,8,22.7,studio,city,True,AG01
U080250,8,2,27.4,1BR,pool,True,AG03
U080251,8,6,21.9,studio,pool,False,AG02
U080252,8,6,36.1,1BR Plus,standard,False,AG03
U080253,8,3,23.2,studio,standard,True,AG03
U080254,8,3,21.5,studio,standard,False,AG04
U080255,8,5,43.8,1BR Plus,city,True,AG02
U080256,8,2,28.1,1BR,city,True,AG03
U080257,8,8,29.4,1BR,standard,True,AG02
U080258,8,3,35.8,1BR Plus,city,True,AG05
U080259,8,8,26.3,studio,standard,True,AG03
U080260,8,8,26.7,studio,standard,True,AG01
U080261,8,1,28.2,1BR,standard,True,AG03
U080262,8,4,28.1,1BR,standard,True,AG05
U080263,8,8,25.6,studio,city,True,AG05
U080264,8,2,21.5,studio,pool,True,AG04
U080265,8,6,30.7,1BR,pool,True,AG02
U080266,8,5,26.8,studio,standard,False,AG02
U080267,8,1,22.7,studio,city,True,AG04
U080268,8,7,37.8,1BR Plus,city,False,AG01
U080269,8,1,40.1,1BR Plus,standard,True,AG01
U080270,8,6,25.9,studio,city,True,AG04
U080271,8,1,46.2,1BR Plus,standard,True,AG05
U080272,8,3,28.8,1BR,standard,True,AG02
U080273,8,7,23.6,studio,standard,True,AG06
U080274,8,4,25.8,studio,standard,False,AG02
U080275,8,2,24.2,studio,standard,True,AG04
U080276,8,5,28.9,1BR,city,False,AG04
U080277,8,8,28.8,1BR,city,True,AG04
U080278,8,5,42.9,1BR Plus,standard,True,AG06
U080279,8,5,31.6,1BR,standard,True,AG01
U080280,8,1,28.0,1BR,standard,False,AG05
U080281,8,7,22.9,studio,standard,True,AG02
U080282,8,3,33.1,1BR,city,True,AG04
U080283,8,5,20.7,studio,city,False,AG03
U080284,8,6,25.9,studio,standard,True,AG04
U080285,8,1,22.7,studio,standard,True,AG06
U080286,8,5,26.2,studio,standard,True,AG04
U080287,8,6,25.5,studio,standard,True,AG03
U080288,8,3,24.4,studio,standard,True,AG01
U080289,8,4,39.6,1BR Plus,city,True,AG05
U080290,8,3,21.8,studio,standard,False,AG01
U080291,8,2,23.7,studio,standard,True,AG01
U080292,8,6,25.8,studio,pool,True,AG01
U080293,8,2,26.8,studio,standard,True,AG06
U080294,8,6,24.1,studio,standard,False,AG02
U080295,8,1,25.4,studio,city,True,AG04
U080296,8,6,22.6,studio,standard,True,AG06
U080297,8,3,23.5,studio,standard,True,AG01
U080298,8,3,25.7,studio,city,True,AG05
