week,date,project_id,season,n_searchers,n_listings_open,n_units_leased,occupancy,median_asking_rent
85,2024-08-20,6,normal,57,27,1251,0.9788732394366196,11990.0
85,2024-08-20,9,normal,12,31,483,0.9396887159533074,9830.0
85,2024-08-20,10,normal,33,140,460,0.7666666666666667,7650.0
85,2024-08-20,13,normal,9,35,202,0.8523206751054853,9740.0
85,2024-08-20,14,normal,21,20,568,0.9659863945578232,11475.0
85,2024-08-20,15,normal,18,86,493,0.8514680483592401,9385.0
86,2024-08-27,0,normal,22,29,560,0.9507640067911716,10420.0
86,2024-08-27,1,normal,53,23,1050,0.97856477166822,10400.0
86,2024-08-27,2,normal,38,32,1041,0.9701770736253494,10320.0
86,2024-08-27,3,normal,66,28,1742,0.984180790960452,12005.0
86,2024-08-27,4,normal,45,28,1055,0.974145891043398,12190.0
86,2024-08-27,5,normal,49,34,982,0.966535433070866,12300.0
86,2024-08-27,6,normal,59,28,1250,0.9780907668231612,11650.0
86,2024-08-27,9,normal,16,31,483,0.9396887159533074,9970.0
86,2024-08-27,10,normal,29,135,465,0.775,7680.0
86,2024-08-27,13,normal,6,35,202,0.8523206751054853,9740.0
86,2024-08-27,14,normal,28,24,564,0.9591836734693876,10790.0
86,2024-08-27,15,normal,8,84,495,0.8549222797927462,9385.0
87,2024-09-03,0,normal,20,34,555,0.9422750424448216,10410.0
87,2024-09-03,1,normal,35,28,1045,0.9739049394221808,10245.0
87,2024-09-03,2,normal,39,37,1036,0.9655172413793104,10420.0
87,2024-09-03,3,normal,65,34,1736,0.9807909604519774,12145.0
87,2024-09-03,4,normal,38,30,1053,0.9722991689750692,11920.0
87,2024-09-03,5,normal,65,35,981,0.9655511811023622,12240.0
87,2024-09-03,6,normal,62,26,1252,0.9796557120500784,11650.0
87,2024-09-03,9,normal,12,31,483,0.9396887159533074,9910.0
87,2024-09-03,10,normal,43,126,474,0.79,7730.0
87,2024-09-03,13,normal,9,34,203,0.8565400843881856,9720.0
87,2024-09-03,14,normal,27,27,561,0.9540816326530612,10230.0
87,2024-09-03,15,normal,17,78,501,0.8652849740932642,9440.0
88,2024-09-10,0,normal,31,32,557,0.9456706281833616,10600.0
88,2024-09-10,1,normal,37,29,1044,0.972972972972973,10430.0
88,2024-09-10,2,normal,43,37,1036,0.9655172413793104,10360.0
88,2024-09-10,3,normal,55,42,1728,0.976271186440678,12530.0
88,2024-09-10,4,normal,24,41,1042,0.9621421975992612,11710.0
88,2024-09-10,5,normal,54,41,975,0.9596456692913384,12150.0
88,2024-09-10,6,normal,54,25,1253,0.9804381846635368,10980.0
88,2024-09-10,9,normal,9,32,482,0.9377431906614786,9805.0
88,2024-09-10,10,normal,35,124,476,0.7933333333333333,7710.0
88,2024-09-10,13,normal,13,34,203,0.8565400843881856,9720.0
88,2024-09-10,14,normal,26,29,559,0.9506802721088436,10820.0
88,2024-09-10,15,normal,12,73,506,0.8739205526770294,9470.0
89,2024-09-17,0,normal,23,37,552,0.9371816638370118,10630.0
89,2024-09-17,1,normal,42,21,1052,0.9804287045666356,10800.0
89,2024-09-17,2,normal,41,37,1036,0.9655172413793104,10360.0
89,2024-09-17,3,normal,71,39,1731,0.9779661016949152,12600.0
89,2024-09-17,4,normal,37,46,1037,0.9575253924284396,11435.0
89,2024-09-17,5,normal,44,43,973,0.9576771653543308,12040.0
89,2024-09-17,6,normal,59,25,1253,0.9804381846635368,11650.0
89,2024-09-17,9,normal,16,28,486,0.9455252918287936,9870.0
89,2024-09-17,10,normal,28,119,481,0.8016666666666666,7690.0
89,2024-09-17,13,normal,9,34,203,0.8565400843881856,9685.0
89,2024-09-17,14,normal,29,32,556,0.9455782312925172,10900.0
89,2024-09-17,15,normal,8,70,509,0.8791018998272885,9470.0
90,2024-09-24,0,normal,26,43,546,0.9269949066213922,10560.0
90,2024-09-24,1,normal,35,41,1032,0.961789375582479,10960.0
90,2024-09-24,2,normal,41,52,1021,0.9515377446411928,11050.0
90,2024-09-24,3,normal,78,39,1731,0.9779661016949152,12070.0
90,2024-09-24,4,normal,32,52,1031,0.9519852262234534,11280.0
90,2024-09-24,5,normal,59,46,970,0.9547244094488188,11925.0
90,2024-09-24,6,normal,53,33,1245,0.9741784037558684,11590.0
90,2024-09-24,9,normal,14,28,486,0.9455252918287936,9870.0
90,2024-09-24,10,normal,27,116,484,0.8066666666666666,7685.0
90,2024-09-24,13,normal,12,32,205,0.8649789029535865,9685.0
90,2024-09-24,14,normal,17,38,550,0.935374149659864,10305.0
90,2024-09-24,15,normal,6,70,509,0.8791018998272885,9440.0
91,2024-10-01,0,shoulder,48,40,549,0.932088285229202,10505.0
91,2024-10-01,1,shoulder,73,51,1022,0.9524697110904008,10840.0
91,2024-10-01,2,shoulder,69,47,1026,0.956197576887232,11350.0
91,2024-10-01,3,shoulder,120,37,1733,0.97909604519774,11720.0
91,2024-10-01,4,shoulder,82,44,1039,0.9593721144967684,11760.0
91,2024-10-01,5,shoulder,88,39,977,0.9616141732283464,11780.0
91,2024-10-01,6,shoulder,102,33,1245,0.9741784037558684,11590.0
91,2024-10-01,9,shoulder,35,23,491,0.9552529182879378,9780.0
91,2024-10-01,10,shoulder,40,110,490,0.8166666666666667,7685.0
91,2024-10-01,13,shoulder,14,31,206,0.869198312236287,9700.0
91,2024-10-01,14,shoulder,30,42,546,0.9285714285714286,11145.0
91,2024-10-01,15,shoulder,25,64,515,0.8894645941278065,9440.0
92,2024-10-08,0,shoulder,37,41,548,0.930390492359932,10480.0
92,2024-10-08,1,shoulder,75,42,1031,0.9608574091332712,10715.0
92,2024-10-08,2,shoulder,76,38,1035,0.9645852749301024,11230.0
92,2024-10-08,3,shoulder,119,40,1730,0.9774011299435028,12165.0
92,2024-10-08,4,shoulder,76,38,1045,0.9649122807017544,12620.0
92,2024-10-08,5,shoulder,82,33,983,0.96751968503937,12500.0
92,2024-10-08,6,shoulder,101,27,1251,0.9788732394366196,11590.0
92,2024-10-08,9,shoulder,32,23,491,0.9552529182879378,9830.0
92,2024-10-08,10,shoulder,59,108,492,0.82,7670.0
92,2024-10-08,13,shoulder,16,29,208,0.8776371308016878,9670.0
92,2024-10-08,14,shoulder,37,38,550,0.935374149659864,11545.0
92,2024-10-08,15,shoulder,14,61,518,0.8946459412780656,9360.0
93,2024-10-15,0,shoulder,41,44,545,0.9252971137521222,10445.0
93,2024-10-15,1,shoulder,99,41,1032,0.961789375582479,10700.0
93,2024-10-15,2,shoulder,62,44,1029,0.9589934762348556,10950.0
93,2024-10-15,3,shoulder,122,41,1729,0.9768361581920904,12850.0
93,2024-10-15,4,shoulder,69,35,1048,0.9676823638042474,12360.0
93,2024-10-15,5,shoulder,76,35,981,0.9655511811023622,11720.0
93,2024-10-15,6,shoulder,99,27,1251,0.9788732394366196,11850.0
93,2024-10-15,9,shoulder,29,20,494,0.9610894941634242,9965.0
93,2024-10-15,10,shoulder,55,101,499,0.8316666666666667,7700.0
93,2024-10-15,13,shoulder,18,29,208,0.8776371308016878,9670.0
93,2024-10-15,14,shoulder,48,34,554,0.9421768707482994,11430.0
93,2024-10-15,15,shoulder,25,56,523,0.9032815198618308,9480.0
94,2024-10-22,0,shoulder,41,43,546,0.9269949066213922,10460.0
94,2024-10-22,1,shoulder,81,46,1027,0.9571295433364398,11150.0
94,2024-10-22,2,shoulder,76,55,1018,0.9487418452935694,11970.0
94,2024-10-22,3,shoulder,129,40,1730,0.9774011299435028,13455.0
94,2024-10-22,4,shoulder,77,41,1042,0.9621421975992612,12360.0
94,2024-10-22,5,shoulder,80,37,979,0.9635826771653544,11410.0
94,2024-10-22,6,shoulder,101,35,1243,0.9726134585289516,11990.0
94,2024-10-22,9,shoulder,28,23,491,0.9552529182879378,10040.0
94,2024-10-22,10,shoulder,57,100,500,0.8333333333333334,7705.0
94,2024-10-22,13,shoulder,18,32,205,0.8649789029535865,9685.0
94,2024-10-22,14,shoulder,38,37,551,0.9370748299319728,11780.0
94,2024-10-22,15,shoulder,23,55,524,0.9050086355785838,9640.0
95,2024-10-29,0,shoulder,39,45,544,0.9235993208828522,10460.0
95,2024-10-29,1,shoulder,71,46,1027,0.9571295433364398,10860.0
95,2024-10-29,2,shoulder,69,58,1015,0.945945945945946,12115.0
95,2024-10-29,3,shoulder,138,40,1730,0.9774011299435028,13475.0
95,2024-10-29,4,shoulder,80,39,1044,0.96398891966759,12540.0
95,2024-10-29,5,shoulder,90,33,983,0.96751968503937,11880.0
95,2024-10-29,6,shoulder,114,26,1252,0.9796557120500784,12120.0
95,2024-10-29,9,shoulder,24,31,483,0.9396887159533074,10220.0
95,2024-10-29,10,shoulder,56,101,499,0.8316666666666667,7770.0
95,2024-10-29,13,shoulder,16,28,209,0.8818565400843882,9685.0
95,2024-10-29,14,shoulder,53,41,547,0.9302721088435374,11380.0
95,2024-10-29,15,shoulder,15,55,524,0.9050086355785838,9750.0
96,2024-11-05,0,shoulder,46,46,543,0.9219015280135824,10565.0
96,2024-11-05,1,shoulder,78,44,1029,0.9589934762348556,11535.0
96,2024-11-05,2,shoulder,66,56,1017,0.9478098788443616,11980.0
96,2024-11-05,3,shoulder,116,35,1735,0.980225988700565,12920.0
96,2024-11-05,4,shoulder,61,44,1039,0.9593721144967684,12190.0
96,2024-11-05,5,shoulder,92,34,982,0.966535433070866,11230.0
96,2024-11-05,6,shoulder,88,33,1245,0.9741784037558684,11500.0
96,2024-11-05,9,shoulder,35,33,481,0.9357976653696498,10710.0
96,2024-11-05,10,shoulder,56,99,501,0.835,7890.0
96,2024-11-05,13,shoulder,17,27,210,0.8860759493670886,9700.0
96,2024-11-05,14,shoulder,34,46,542,0.9217687074829932,11390.0
96,2024-11-05,15,shoulder,30,53,526,0.9084628670120898,9830.0
97,2024-11-12,0,shoulder,41,47,542,0.9202037351443124,11050.0
97,2024-11-12,1,shoulder,74,45,1028,0.9580615097856476,11070.0
97,2024-11-12,2,shoulder,72,55,1018,0.9487418452935694,12210.0
97,2024-11-12,3,shoulder,113,34,1736,0.9807909604519774,13090.0
97,2024-11-12,4,shoulder,61,54,1029,0.9501385041551248,12110.0
97,2024-11-12,5,shoulder,91,40,976,0.9606299212598424,11610.0
97,2024-11-12,6,shoulder,122,36,1242,0.971830985915493,11380.0
97,2024-11-12,9,shoulder,27,33,481,0.9357976653696498,10870.0
97,2024-11-12,10,shoulder,62,100,500,0.8333333333333334,7940.0
97,2024-11-12,13,shoulder,12,30,207,0.8734177215189873,9720.0
97,2024-11-12,14,shoulder,47,45,543,0.923469387755102,11380.0
97,2024-11-12,15,shoulder,23,53,526,0.9084628670120898,9930.0
98,2024-11-19,0,shoulder,38,52,537,0.9117147707979628,10490.0
98,2024-11-19,1,shoulder,78,43,1030,0.9599254426840632,11160.0
98,2024-11-19,2,shoulder,70,50,1023,0.9534016775396086,12215.0
98,2024-11-19,3,shoulder,118,31,1739,0.9824858757062148,13090.0
98,2024-11-19,4,shoulder,75,55,1028,0.9492151431209604,11720.0
98,2024-11-19,5,shoulder,89,45,971,0.9557086614173228,12510.0
98,2024-11-19,6,shoulder,103,33,1245,0.9741784037558684,12360.0
98,2024-11-19,9,shoulder,23,35,479,0.9319066147859922,10870.0
98,2024-11-19,10,shoulder,66,100,500,0.8333333333333334,7945.0
98,2024-11-19,13,shoulder,32,29,208,0.8776371308016878,9740.0
98,2024-11-19,14,shoulder,44,50,538,0.9149659863945578,12015.0
98,2024-11-19,15,shoulder,29,51,528,0.911917098445596,9750.0
99,2024-11-26,0,shoulder,38,53,536,0.9100169779286928,10610.0
99,2024-11-26,1,shoulder,69,43,1030,0.9599254426840632,10940.0
99,2024-11-26,2,shoulder,63,50,1023,0.9534016775396086,11865.0
99,2024-11-26,3,shoulder,124,35,1735,0.980225988700565,12890.0
99,2024-11-26,4,shoulder,58,55,1028,0.9492151431209604,11440.0
99,2024-11-26,5,shoulder,87,49,967,0.9517716535433072,12200.0
99,2024-11-26,6,shoulder,105,43,1235,0.9663536776212832,11850.0
99,2024-11-26,9,shoulder,32,34,480,0.933852140077821,10640.0
99,2024-11-26,10,shoulder,50,97,503,0.8383333333333334,7990.0
99,2024-11-26,13,shoulder,19,29,208,0.8776371308016878,9910.0
99,2024-11-26,14,shoulder,43,44,544,0.9251700680272108,11960.0
99,2024-11-26,15,shoulder,28,51,528,0.911917098445596,9870.0
100,2024-12-03,0,normal,23,60,529,0.8981324278438031,10485.0
100,2024-12-03,1,normal,31,54,1019,0.9496738117427772,10460.0
100,2024-12-03,2,normal,43,63,1010,0.9412861136999068,11600.0
100,2024-12-03,3,normal,79,35,1735,0.980225988700565,12800.0
100,2024-12-03,4,normal,43,56,1027,0.948291782086796,11940.0
100,2024-12-03,5,normal,48,63,953,0.937992125984252,11470.0
100,2024-12-03,6,normal,55,44,1234,0.9655712050078248,11345.0
100,2024-12-03,9,normal,14,40,474,0.9221789883268484,10265.0
100,2024-12-03,10,normal,31,103,497,0.8283333333333334,8020.0
100,2024-12-03,13,normal,16,25,212,0.8945147679324894,9790.0
100,2024-12-03,14,normal,22,46,542,0.9217687074829932,11740.0
100,2024-12-03,15,normal,17,53,526,0.9084628670120898,9470.0
101,2024-12-10,0,normal,26,58,531,0.9015280135823428,10570.0
101,2024-12-10,1,normal,38,54,1019,0.9496738117427772,10735.0
101,2024-12-10,2,normal,53,58,1015,0.945945945945946,11415.0
101,2024-12-10,3,normal,68,42,1728,0.976271186440678,12525.0
101,2024-12-10,4,normal,47,60,1023,0.9445983379501384,11795.0
101,2024-12-10,5,normal,60,63,953,0.937992125984252,11840.0
101,2024-12-10,6,normal,69,42,1236,0.9671361502347418,11145.0
101,2024-12-10,9,normal,7,45,469,0.9124513618677044,10320.0
101,2024-12-10,10,normal,31,109,491,0.8183333333333334,8010.0
101,2024-12-10,13,normal,9,28,209,0.8818565400843882,9850.0
101,2024-12-10,14,normal,23,47,541,0.9200680272108844,11690.0
101,2024-12-10,15,normal,8,60,519,0.8963730569948186,9505.0
102,2024-12-17,0,normal,19,58,531,0.9015280135823428,10435.0
102,2024-12-17,1,normal,40,54,1019,0.9496738117427772,10780.0
102,2024-12-17,2,normal,43,52,1021,0.9515377446411928,11520.0
102,2024-12-17,3,normal,68,42,1728,0.976271186440678,12710.0
102,2024-12-17,4,normal,51,59,1024,0.9455216989843028,11750.0
102,2024-12-17,5,normal,53,63,953,0.937992125984252,11900.0
102,2024-12-17,6,normal,51,48,1230,0.9624413145539906,11185.0
102,2024-12-17,9,normal,17,51,463,0.9007782101167316,10380.0
102,2024-12-17,10,normal,26,112,488,0.8133333333333334,8015.0
102,2024-12-17,13,normal,12,31,206,0.869198312236287,9790.0
102,2024-12-17,14,normal,33,47,541,0.9200680272108844,11690.0
102,2024-12-17,15,normal,8,61,518,0.8946459412780656,9610.0
103,2024-12-24,0,normal,26,59,530,0.8998302207130731,10320.0
103,2024-12-24,1,normal,37,46,1027,0.9571295433364398,10465.0
103,2024-12-24,2,normal,43,57,1016,0.9468779123951536,11570.0
103,2024-12-24,3,normal,53,49,1721,0.9723163841807908,12540.0
103,2024-12-24,4,normal,38,68,1015,0.9372114496768236,11730.0
103,2024-12-24,5,normal,45,60,956,0.9409448818897638,12225.0
103,2024-12-24,6,normal,62,45,1233,0.9647887323943662,11900.0
103,2024-12-24,9,normal,12,54,460,0.8949416342412452,10415.0
103,2024-12-24,10,normal,28,117,483,0.805,8040.0
103,2024-12-24,13,normal,19,36,201,0.8481012658227848,9895.0
103,2024-12-24,14,normal,15,49,539,0.9166666666666666,11460.0
103,2024-12-24,15,normal,11,64,515,0.8894645941278065,9585.0
104,2024-12-31,0,normal,27,58,531,0.9015280135823428,10285.0
104,2024-12-31,1,normal,50,42,1031,0.9608574091332712,10155.0
104,2024-12-31,2,normal,39,63,1010,0.9412861136999068,11080.0
104,2024-12-31,3,normal,74,44,1726,0.9751412429378532,12315.0
104,2024-12-31,4,normal,37,65,1018,0.9399815327793168,11890.0
104,2024-12-31,5,normal,50,58,958,0.9429133858267716,11715.0
104,2024-12-31,6,normal,61,43,1235,0.9663536776212832,11440.0
104,2024-12-31,7,normal,76,1351,72,0.0505973295853829,11320.0
104,2024-12-31,9,normal,17,59,455,0.8852140077821011,10680.0
104,2024-12-31,10,normal,33,119,481,0.8016666666666666,8010.0
104,2024-12-31,11,normal,12,239,6,0.0244897959183673,10090.0
104,2024-12-31,12,normal,23,952,22,0.0225872689938398,10905.0
104,2024-12-31,13,normal,8,39,198,0.8354430379746836,10100.0
104,2024-12-31,14,normal,22,55,533,0.9064625850340136,11690.0
104,2024-12-31,15,normal,10,74,505,0.8721934369602763,9585.0
105,2025-01-07,0,normal,18,56,533,0.9049235993208828,10155.0
105,2025-01-07,1,normal,36,41,1032,0.961789375582479,10150.0
105,2025-01-07,2,normal,30,58,1015,0.945945945945946,10760.0
105,2025-01-07,3,normal,62,34,1736,0.9807909604519774,12575.0
105,2025-01-07,4,normal,51,56,1027,0.948291782086796,12285.0
105,2025-01-07,5,normal,36,54,962,0.9468503937007874,11695.0
105,2025-01-07,6,normal,52,39,1239,0.9694835680751174,11150.0
105,2025-01-07,7,normal,58,1296,127,0.0892480674631061,11370.0
105,2025-01-07,9,normal,14,57,457,0.8891050583657587,10680.0
105,2025-01-07,10,normal,38,119,481,0.8016666666666666,7910.0
105,2025-01-07,11,normal,11,230,15,0.0612244897959183,10115.0
105,2025-01-07,12,normal,41,913,61,0.0626283367556468,10910.0
105,2025-01-07,13,normal,6,37,200,0.8438818565400844,10100.0
105,2025-01-07,14,normal,19,57,531,0.903061224489796,11650.0
105,2025-01-07,15,normal,10,73,506,0.8739205526770294,9550.0
106,2025-01-14,0,normal,22,55,534,0.9066213921901528,9980.0
106,2025-01-14,1,normal,39,47,1026,0.956197576887232,10430.0
106,2025-01-14,2,normal,43,58,1015,0.945945945945946,10840.0
106,2025-01-14,3,normal,74,25,1745,0.9858757062146892,12750.0
106,2025-01-14,4,normal,33,59,1024,0.9455216989843028,12170.0
106,2025-01-14,5,normal,46,50,966,0.9507874015748032,11685.0
106,2025-01-14,6,normal,77,29,1249,0.9773082942097028,11580.0
106,2025-01-14,7,normal,53,1245,178,0.1250878425860857,11400.0
106,2025-01-14,9,normal,15,57,457,0.8891050583657587,10150.0
106,2025-01-14,10,normal,25,117,483,0.805,7910.0
106,2025-01-14,11,normal,8,225,20,0.0816326530612244,10090.0
106,2025-01-14,12,normal,27,887,87,0.0893223819301848,10920.0
106,2025-01-14,13,normal,10,37,200,0.8438818565400844,10100.0
106,2025-01-14,14,normal,26,51,537,0.9132653061224488,11460.0
106,2025-01-14,15,normal,11,78,501,0.8652849740932642,9540.0
107,2025-01-21,0,normal,17,50,539,0.9151103565365024,10020.0
107,2025-01-21,1,normal,42,44,1029,0.9589934762348556,10355.0
107,2025-01-21,2,normal,40,58,1015,0.945945945945946,10805.0
107,2025-01-21,3,normal,81,24,1746,0.9864406779661016,12890.0
107,2025-01-21,4,normal,45,57,1026,0.9473684210526316,11890.0
107,2025-01-21,5,normal,51,40,976,0.9606299212598424,11515.0
107,2025-01-21,6,normal,45,33,1245,0.9741784037558684,11580.0
107,2025-01-21,7,normal,79,1172,251,0.1763879128601546,11430.0
107,2025-01-21,9,normal,11,57,457,0.8891050583657587,10150.0
107,2025-01-21,10,normal,40,113,487,0.8116666666666666,7990.0
107,2025-01-21,11,normal,9,221,24,0.0979591836734693,10110.0
107,2025-01-21,12,normal,47,845,129,0.1324435318275154,10940.0
107,2025-01-21,13,normal,14,35,202,0.8523206751054853,9910.0
107,2025-01-21,14,normal,19,49,539,0.9166666666666666,11340.0
107,2025-01-21,15,normal,7,80,499,0.8618307426597582,9490.0
108,2025-01-28,0,normal,30,47,542,0.9202037351443124,9950.0
108,2025-01-28,1,normal,35,40,1033,0.9627213420316868,11280.0
108,2025-01-28,2,normal,35,56,1017,0.9478098788443616,10770.0
108,2025-01-28,3,normal,70,22,1748,0.9875706214689266,12890.0
108,2025-01-28,4,normal,35,56,1027,0.948291782086796,11905.0
108,2025-01-28,5,normal,42,36,980,0.9645669291338582,11500.0
108,2025-01-28,6,normal,76,24,1254,0.9812206572769951,11235.0
108,2025-01-28,7,normal,72,1103,320,0.2248770203794799,10870.0
108,2025-01-28,9,normal,15,57,457,0.8891050583657587,10150.0
108,2025-01-28,10,normal,26,110,490,0.8166666666666667,7950.0
108,2025-01-28,11,normal,10,216,29,0.1183673469387755,9620.0
108,2025-01-28,12,normal,34,814,160,0.164271047227926,10430.0
108,2025-01-28,13,normal,10,36,201,0.8481012658227848,9850.0
108,2025-01-28,14,normal,24,48,540,0.9183673469387756,11400.0
108,2025-01-28,15,normal,9,80,499,0.8618307426597582,9440.0
109,2025-02-04,0,off,10,52,537,0.9117147707979628,9895.0
109,2025-02-04,1,off,14,41,1032,0.961789375582479,11060.0
109,2025-02-04,2,off,23,60,1013,0.9440820130475304,10770.0
109,2025-02-04,3,off,19,26,1744,0.9853107344632768,12705.0
109,2025-02-04,4,off,18,59,1024,0.9455216989843028,11730.0
109,2025-02-04,5,off,25,36,980,0.9645669291338582,11155.0
109,2025-02-04,6,off,23,32,1246,0.974960876369327,11280.0
109,2025-02-04,7,off,35,1068,355,0.2494729444834856,10905.0
109,2025-02-04,9,off,7,59,455,0.8852140077821011,9950.0
109,2025-02-04,10,off,9,109,491,0.8183333333333334,7910.0
109,2025-02-04,11,off,3,215,30,0.1224489795918367,9630.0
109,2025-02-04,12,off,20,795,179,0.1837782340862423,10460.0
109,2025-02-04,13,off,8,36,201,0.8481012658227848,9880.0
109,2025-02-04,14,off,10,50,538,0.9149659863945578,11270.0
109,2025-02-04,15,off,3,80,499,0.8618307426597582,9395.0
110,2025-02-11,0,off,10,53,536,0.9100169779286928,9840.0
110,2025-02-11,1,off,13,48,1025,0.9552656104380244,10705.0
110,2025-02-11,2,off,16,57,1016,0.9468779123951536,10780.0
110,2025-02-11,3,off,33,33,1737,0.9813559322033898,12110.0
110,2025-02-11,4,off,23,58,1025,0.9464450600184672,11780.0
110,2025-02-11,5,off,18,36,980,0.9645669291338582,11155.0
110,2025-02-11,6,off,25,36,1242,0.971830985915493,10845.0
110,2025-02-11,7,off,25,1045,378,0.2656359803232607,10930.0
110,2025-02-11,9,off,10,57,457,0.8891050583657587,9820.0
110,2025-02-11,10,off,8,111,489,0.815,7820.0
110,2025-02-11,11,off,3,212,33,0.1346938775510204,9670.0
110,2025-02-11,12,off,10,786,188,0.1930184804928131,10480.0
110,2025-02-11,13,off,2,36,201,0.8481012658227848,9880.0
110,2025-02-11,14,off,8,49,539,0.9166666666666666,11180.0
110,2025-02-11,15,off,3,81,498,0.8601036269430051,9330.0
111,2025-02-18,0,off,7,57,532,0.9032258064516128,9560.0
111,2025-02-18,1,off,18,49,1024,0.9543336439888164,10740.0
111,2025-02-18,2,off,13,59,1014,0.9450139794967382,10640.0
111,2025-02-18,3,off,30,45,1725,0.9745762711864406,11760.0
111,2025-02-18,4,off,19,59,1024,0.9455216989843028,11830.0
111,2025-02-18,5,off,17,42,974,0.9586614173228346,10780.0
111,2025-02-18,6,off,32,45,1233,0.9647887323943662,10850.0
111,2025-02-18,7,off,27,1023,400,0.2810962754743499,10980.0
111,2025-02-18,9,off,4,59,455,0.8852140077821011,9640.0
111,2025-02-18,10,off,7,119,481,0.8016666666666666,7760.0
111,2025-02-18,11,off,6,209,36,0.1469387755102041,9610.0
111,2025-02-18,12,off,14,772,202,0.2073921971252566,10530.0
111,2025-02-18,13,off,4,35,202,0.8523206751054853,9910.0
111,2025-02-18,14,off,5,51,537,0.9132653061224488,11110.0
111,2025-02-18,15,off,3,83,496,0.8566493955094991,9220.0
112,2025-02-25,0,off,11,57,532,0.9032258064516128,9360.0
112,2025-02-25,1,off,18,52,1021,0.9515377446411928,10725.0
112,2025-02-25,2,off,16,59,1014,0.9450139794967382,10620.0
112,2025-02-25,3,off,25,50,1720,0.9717514124293786,11780.0
112,2025-02-25,4,off,17,68,1015,0.9372114496768236,11585.0
112,2025-02-25,5,off,19,43,973,0.9576771653543308,10740.0
112,2025-02-25,6,off,30,49,1229,0.961658841940532,10890.0
112,2025-02-25,7,off,33,992,431,0.302881236823612,10525.0
112,2025-02-25,9,off,5,58,456,0.8871595330739299,9640.0
112,2025-02-25,10,off,9,120,480,0.8,7680.0
112,2025-02-25,11,off,0,209,36,0.1469387755102041,9130.0
112,2025-02-25,12,off,15,757,217,0.2227926078028747,10040.0
112,2025-02-25,13,off,7,33,204,0.8607594936708861,9790.0
112,2025-02-25,14,off,14,51,537,0.9132653061224488,10830.0
112,2025-02-25,15,off,6,84,495,0.8549222797927462,9130.0
113,2025-03-04,0,off,7,58,531,0.9015280135823428,9400.0
113,2025-03-04,1,off,16,59,1014,0.9450139794967382,10510.0
113,2025-03-04,2,off,13,59,1014,0.9450139794967382,10570.0
113,2025-03-04,3,off,19,61,1709,0.9655367231638418,11750.0
113,2025-03-04,4,off,15,73,1010,0.9325946445060018,11540.0
113,2025-03-04,5,off,23,44,972,0.9566929133858268,10540.0
113,2025-03-04,6,off,26,50,1228,0.9608763693270737,10640.0
113,2025-03-04,7,off,30,963,460,0.3232607167955024,10540.0
113,2025-03-04,9,off,9,55,459,0.8929961089494164,9640.0
113,2025-03-04,10,off,11,120,480,0.8,7655.0
113,2025-03-04,11,off,6,205,40,0.1632653061224489,9130.0
113,2025-03-04,12,off,14,743,231,0.2371663244353182,10030.0
113,2025-03-04,13,off,4,33,204,0.8607594936708861,9740.0
113,2025-03-04,14,off,11,50,538,0.9149659863945578,10800.0
113,2025-03-04,15,off,5,84,495,0.8549222797927462,9150.0
114,2025-03-11,0,off,12,60,529,0.8981324278438031,9530.0
114,2025-03-11,1,off,17,73,1000,0.9319664492078286,10670.0
114,2025-03-11,2,off,16,68,1005,0.9366262814538676,10415.0
114,2025-03-11,3,off,26,75,1695,0.9576271186440678,11060.0
114,2025-03-11,4,off,16,86,997,0.9205909510618652,11310.0
114,2025-03-11,5,off,11,67,949,0.9340551181102362,10490.0
114,2025-03-11,6,off,27,59,1219,0.9538341158059468,10120.0
114,2025-03-11,7,off,23,942,481,0.3380182712579058,10615.0
114,2025-03-11,9,off,3,57,457,0.8891050583657587,9640.0
114,2025-03-11,10,off,13,126,474,0.79,7625.0
114,2025-03-11,11,off,2,204,41,0.1673469387755102,9140.0
114,2025-03-11,12,off,15,728,246,0.2525667351129363,10110.0
114,2025-03-11,13,off,1,34,203,0.8565400843881856,9635.0
114,2025-03-11,14,off,11,55,533,0.9064625850340136,10550.0
114,2025-03-11,15,off,2,88,491,0.8480138169257341,9035.0
115,2025-03-18,0,off,9,63,526,0.8930390492359932,9540.0
115,2025-03-18,1,off,19,76,997,0.9291705498602052,10590.0
115,2025-03-18,2,off,18,74,999,0.9310344827586208,10285.0
115,2025-03-18,3,off,32,80,1690,0.9548022598870056,11370.0
115,2025-03-18,4,off,22,101,982,0.9067405355493998,11140.0
115,2025-03-18,5,off,17,72,944,0.9291338582677166,10365.0
115,2025-03-18,6,off,26,69,1209,0.9460093896713616,10240.0
115,2025-03-18,7,off,25,918,505,0.3548840477863668,10740.0
115,2025-03-18,9,off,11,57,457,0.8891050583657587,9370.0
115,2025-03-18,10,off,13,129,471,0.785,7600.0
115,2025-03-18,11,off,4,202,43,0.1755102040816326,9125.0
115,2025-03-18,12,off,10,718,256,0.2628336755646817,10145.0
115,2025-03-18,13,off,5,34,203,0.8565400843881856,9580.0
115,2025-03-18,14,off,9,61,527,0.8962585034013606,10330.0
115,2025-03-18,15,off,7,87,492,0.8497409326424871,9130.0
116,2025-03-25,0,off,5,67,522,0.8862478777589134,9690.0
116,2025-03-25,1,off,18,82,991,0.923578751164958,10260.0
116,2025-03-25,2,off,38,78,995,0.9273066169617894,10485.0
