lease_id,unit_id,project_id,tenant_segment,week_start,date_start,week_end,lease_months,rent,is_renewal
L029235,U150196,15,year2_3,122,2025-05-06,170,12,8140.0,False
L029236,U150214,15,year2_3,122,2025-05-06,170,12,9780.0,False
L029237,U150410,15,firstjob,122,2025-05-06,170,12,8620.0,False
L029238,U150215,15,year4,122,2025-05-06,170,12,9200.0,False
L029239,U150319,15,year4,122,2025-05-06,146,6,9950.0,False
L029240,U150260,15,year1,122,2025-05-06,170,12,9010.0,False
L029241,U000218,0,renewal,123,2025-05-13,171,12,14040.0,True
L029242,U000439,0,renewal,123,2025-05-13,147,6,10970.0,True
L029243,U000510,0,renewal,123,2025-05-13,147,6,11880.0,True
L029244,U000561,0,renewal,123,2025-05-13,171,12,14150.0,True
L029245,U010019,1,renewal,123,2025-05-13,171,12,11750.0,True
L029246,U010036,1,renewal,123,2025-05-13,171,12,14000.0,True
L029247,U010073,1,renewal,123,2025-05-13,171,12,12070.0,True
L029248,U010099,1,renewal,123,2025-05-13,171,12,13770.0,True
L029249,U010181,1,renewal,123,2025-05-13,147,6,12200.0,True
L029250,U010224,1,renewal,123,2025-05-13,171,12,12600.0,True
L029251,U010310,1,renewal,123,2025-05-13,171,12,11180.0,True
L029252,U010321,1,renewal,123,2025-05-13,147,6,12730.0,True
L029253,U010438,1,renewal,123,2025-05-13,147,6,15770.0,True
L029254,U010491,1,renewal,123,2025-05-13,171,12,12660.0,True
L029255,U010715,1,renewal,123,2025-05-13,171,12,11050.0,True
L029256,U010768,1,renewal,123,2025-05-13,147,6,11860.0,True
L029257,U010832,1,renewal,123,2025-05-13,171,12,12590.0,True
L029258,U010973,1,renewal,123,2025-05-13,147,6,12460.0,True
L029259,U011046,1,renewal,123,2025-05-13,171,12,15320.0,True
L029260,U020021,2,renewal,123,2025-05-13,171,12,11310.0,True
L029261,U020055,2,renewal,123,2025-05-13,147,6,12930.0,True
L029262,U020063,2,renewal,123,2025-05-13,171,12,11840.0,True
L029263,U020111,2,renewal,123,2025-05-13,171,12,12980.0,True
L029264,U020158,2,renewal,123,2025-05-13,171,12,11440.0,True
L029265,U020232,2,renewal,123,2025-05-13,147,6,12240.0,True
L029266,U020282,2,renewal,123,2025-05-13,147,6,16150.0,True
L029267,U020382,2,renewal,123,2025-05-13,147,6,15190.0,True
L029268,U020404,2,renewal,123,2025-05-13,171,12,13590.0,True
L029269,U020488,2,renewal,123,2025-05-13,171,12,10250.0,True
L029270,U020504,2,renewal,123,2025-05-13,147,6,11370.0,True
L029271,U020586,2,renewal,123,2025-05-13,147,6,8320.0,True
L029272,U020635,2,renewal,123,2025-05-13,171,12,10980.0,True
L029273,U020696,2,renewal,123,2025-05-13,147,6,13400.0,True
L029274,U020913,2,renewal,123,2025-05-13,171,12,13650.0,True
L029275,U030014,3,renewal,123,2025-05-13,171,12,11340.0,True
L029276,U030034,3,renewal,123,2025-05-13,171,12,12920.0,True
L029277,U030084,3,renewal,123,2025-05-13,171,12,13780.0,True
L029278,U030145,3,renewal,123,2025-05-13,147,6,10690.0,True
L029279,U030179,3,renewal,123,2025-05-13,171,12,13630.0,True
L029280,U030268,3,renewal,123,2025-05-13,147,6,9540.0,True
L029281,U030379,3,renewal,123,2025-05-13,171,12,10870.0,True
L029282,U030386,3,renewal,123,2025-05-13,171,12,12170.0,True
L029283,U030408,3,renewal,123,2025-05-13,147,6,11130.0,True
L029284,U030448,3,renewal,123,2025-05-13,171,12,13870.0,True
L029285,U030460,3,renewal,123,2025-05-13,171,12,12130.0,True
L029286,U030481,3,renewal,123,2025-05-13,147,6,11030.0,True
L029287,U030606,3,renewal,123,2025-05-13,147,6,10660.0,True
L029288,U030645,3,renewal,123,2025-05-13,171,12,16070.0,True
L029289,U030766,3,renewal,123,2025-05-13,171,12,12200.0,True
L029290,U030771,3,renewal,123,2025-05-13,171,12,12190.0,True
L029291,U030845,3,renewal,123,2025-05-13,147,6,15440.0,True
L029292,U030859,3,renewal,123,2025-05-13,171,12,11560.0,True
L029293,U030862,3,renewal,123,2025-05-13,147,6,12150.0,True
L029294,U030899,3,renewal,123,2025-05-13,147,6,10180.0,True
L029295,U031149,3,renewal,123,2025-05-13,171,12,13590.0,True
L029296,U031170,3,renewal,123,2025-05-13,171,12,15110.0,True
L029297,U031181,3,renewal,123,2025-05-13,147,6,14480.0,True
L029298,U031187,3,renewal,123,2025-05-13,147,6,11270.0,True
L029299,U031196,3,renewal,123,2025-05-13,171,12,13980.0,True
L029300,U031223,3,renewal,123,2025-05-13,147,6,11630.0,True
L029301,U031232,3,renewal,123,2025-05-13,171,12,12230.0,True
L029302,U031326,3,renewal,123,2025-05-13,171,12,12910.0,True
L029303,U031368,3,renewal,123,2025-05-13,171,12,14830.0,True
L029304,U031409,3,renewal,123,2025-05-13,147,6,15290.0,True
L029305,U031438,3,renewal,123,2025-05-13,147,6,12440.0,True
L029306,U031504,3,renewal,123,2025-05-13,171,12,13100.0,True
L029307,U031588,3,renewal,123,2025-05-13,171,12,14180.0,True
L029308,U031634,3,renewal,123,2025-05-13,147,6,13440.0,True
L029309,U031637,3,renewal,123,2025-05-13,147,6,13160.0,True
L029310,U031665,3,renewal,123,2025-05-13,147,6,10390.0,True
L029311,U040040,4,renewal,123,2025-05-13,147,6,12390.0,True
L029312,U040061,4,renewal,123,2025-05-13,171,12,14500.0,True
L029313,U040116,4,renewal,123,2025-05-13,171,12,16190.0,True
L029314,U040139,4,renewal,123,2025-05-13,171,12,15510.0,True
L029315,U040180,4,renewal,123,2025-05-13,171,12,12890.0,True
L029316,U040258,4,renewal,123,2025-05-13,171,12,12670.0,True
L029317,U040372,4,renewal,123,2025-05-13,147,6,10900.0,True
L029318,U040378,4,renewal,123,2025-05-13,147,6,14230.0,True
L029319,U040448,4,renewal,123,2025-05-13,147,6,10850.0,True
L029320,U040557,4,renewal,123,2025-05-13,171,12,15640.0,True
L029321,U040703,4,renewal,123,2025-05-13,171,12,10740.0,True
L029322,U040706,4,renewal,123,2025-05-13,147,6,11740.0,True
L029323,U040730,4,renewal,123,2025-05-13,171,12,16620.0,True
L029324,U040760,4,renewal,123,2025-05-13,147,6,13880.0,True
L029325,U040827,4,renewal,123,2025-05-13,171,12,12940.0,True
L029326,U040889,4,renewal,123,2025-05-13,147,6,14110.0,True
L029327,U040904,4,renewal,123,2025-05-13,171,12,11840.0,True
L029328,U040990,4,renewal,123,2025-05-13,147,6,12250.0,True
L029329,U041055,4,renewal,123,2025-05-13,147,6,12930.0,True
L029330,U050080,5,renewal,123,2025-05-13,147,6,10710.0,True
L029331,U050094,5,renewal,123,2025-05-13,147,6,17320.0,True
L029332,U050127,5,renewal,123,2025-05-13,171,12,16380.0,True
L029333,U050168,5,renewal,123,2025-05-13,147,6,11550.0,True
L029334,U050224,5,renewal,123,2025-05-13,147,6,11390.0,True
L029335,U050232,5,renewal,123,2025-05-13,147,6,11560.0,True
L029336,U050240,5,renewal,123,2025-05-13,171,12,9080.0,True
L029337,U050308,5,renewal,123,2025-05-13,171,12,14960.0,True
L029338,U050366,5,renewal,123,2025-05-13,171,12,10810.0,True
L029339,U050377,5,renewal,123,2025-05-13,171,12,11530.0,True
L029340,U050536,5,renewal,123,2025-05-13,147,6,11350.0,True
L029341,U050558,5,renewal,123,2025-05-13,171,12,9990.0,True
L029342,U050669,5,renewal,123,2025-05-13,171,12,13450.0,True
L029343,U050690,5,renewal,123,2025-05-13,171,12,16300.0,True
L029344,U050799,5,renewal,123,2025-05-13,147,6,12510.0,True
L029345,U050832,5,renewal,123,2025-05-13,147,6,14900.0,True
L029346,U050866,5,renewal,123,2025-05-13,171,12,10350.0,True
L029347,U050877,5,renewal,123,2025-05-13,171,12,14700.0,True
L029348,U050916,5,renewal,123,2025-05-13,171,12,11730.0,True
L029349,U050960,5,renewal,123,2025-05-13,171,12,15060.0,True
L029350,U050993,5,renewal,123,2025-05-13,171,12,10630.0,True
L029351,U060012,6,renewal,123,2025-05-13,171,12,11490.0,True
L029352,U060141,6,renewal,123,2025-05-13,171,12,11330.0,True
L029353,U060143,6,renewal,123,2025-05-13,171,12,15740.0,True
L029354,U060155,6,renewal,123,2025-05-13,171,12,16140.0,True
L029355,U060165,6,renewal,123,2025-05-13,171,12,14960.0,True
L029356,U060269,6,renewal,123,2025-05-13,147,6,14160.0,True
L029357,U060353,6,renewal,123,2025-05-13,147,6,11680.0,True
L029358,U060460,6,renewal,123,2025-05-13,171,12,13030.0,True
L029359,U060482,6,renewal,123,2025-05-13,171,12,12430.0,True
L029360,U060493,6,renewal,123,2025-05-13,171,12,11760.0,True
L029361,U060530,6,renewal,123,2025-05-13,171,12,12340.0,True
L029362,U060532,6,renewal,123,2025-05-13,147,6,12350.0,True
L029363,U060623,6,renewal,123,2025-05-13,147,6,11000.0,True
L029364,U060633,6,renewal,123,2025-05-13,147,6,11540.0,True
L029365,U060643,6,renewal,123,2025-05-13,171,12,11260.0,True
L029366,U060656,6,renewal,123,2025-05-13,171,12,11460.0,True
L029367,U060688,6,renewal,123,2025-05-13,147,6,15910.0,True
L029368,U060779,6,renewal,123,2025-05-13,171,12,11490.0,True
L029369,U060797,6,renewal,123,2025-05-13,147,6,12540.0,True
L029370,U060816,6,renewal,123,2025-05-13,171,12,16760.0,True
L029371,U060910,6,renewal,123,2025-05-13,171,12,12740.0,True
L029372,U060953,6,renewal,123,2025-05-13,171,12,13460.0,True
L029373,U060982,6,renewal,123,2025-05-13,147,6,12920.0,True
L029374,U061008,6,renewal,123,2025-05-13,171,12,15050.0,True
L029375,U061011,6,renewal,123,2025-05-13,171,12,11400.0,True
L029376,U061068,6,renewal,123,2025-05-13,171,12,11810.0,True
L029377,U061165,6,renewal,123,2025-05-13,147,6,10660.0,True
L029378,U061231,6,renewal,123,2025-05-13,147,6,11250.0,True
L029379,U061270,6,renewal,123,2025-05-13,147,6,11290.0,True
L029380,U090029,9,renewal,123,2025-05-13,147,6,12310.0,True
L029381,U090059,9,renewal,123,2025-05-13,147,6,10620.0,True
L029382,U090067,9,renewal,123,2025-05-13,171,12,9110.0,True
L029383,U090084,9,renewal,123,2025-05-13,171,12,8980.0,True
L029384,U090120,9,renewal,123,2025-05-13,171,12,8830.0,True
L029385,U090124,9,renewal,123,2025-05-13,171,12,10240.0,True
L029386,U090344,9,renewal,123,2025-05-13,147,6,11140.0,True
L029387,U090359,9,renewal,123,2025-05-13,171,12,11400.0,True
L029388,U090450,9,renewal,123,2025-05-13,171,12,7370.0,True
L029389,U090482,9,renewal,123,2025-05-13,147,6,9090.0,True
L029390,U090507,9,renewal,123,2025-05-13,147,6,9100.0,True
L029391,U100170,10,renewal,123,2025-05-13,171,12,6580.0,True
L029392,U100181,10,renewal,123,2025-05-13,147,6,7900.0,True
L029393,U100313,10,renewal,123,2025-05-13,147,6,7140.0,True
L029394,U100333,10,renewal,123,2025-05-13,147,6,6830.0,True
L029395,U100340,10,renewal,123,2025-05-13,147,6,6620.0,True
L029396,U100401,10,renewal,123,2025-05-13,171,12,6640.0,True
L029397,U100430,10,renewal,123,2025-05-13,147,6,6730.0,True
L029398,U100544,10,renewal,123,2025-05-13,171,12,6650.0,True
L029399,U130027,13,renewal,123,2025-05-13,147,6,8350.0,True
L029400,U130030,13,renewal,123,2025-05-13,147,6,11580.0,True
L029401,U130085,13,renewal,123,2025-05-13,147,6,8550.0,True
L029402,U130092,13,renewal,123,2025-05-13,147,6,7870.0,True
L029403,U130146,13,renewal,123,2025-05-13,171,12,9940.0,True
L029404,U130147,13,renewal,123,2025-05-13,171,12,12450.0,True
L029405,U130173,13,renewal,123,2025-05-13,147,6,10730.0,True
L029406,U130190,13,renewal,123,2025-05-13,147,6,11550.0,True
L029407,U140053,14,renewal,123,2025-05-13,147,6,10380.0,True
L029408,U140066,14,renewal,123,2025-05-13,171,12,14850.0,True
L029409,U140097,14,renewal,123,2025-05-13,171,12,10240.0,True
L029410,U140121,14,renewal,123,2025-05-13,171,12,11890.0,True
L029411,U140169,14,renewal,123,2025-05-13,147,6,11400.0,True
L029412,U140180,14,renewal,123,2025-05-13,147,6,8210.0,True
L029413,U140220,14,renewal,123,2025-05-13,171,12,13210.0,True
L029414,U140232,14,renewal,123,2025-05-13,171,12,14270.0,True
L029415,U140298,14,renewal,123,2025-05-13,171,12,11140.0,True
L029416,U140349,14,renewal,123,2025-05-13,171,12,11800.0,True
L029417,U140497,14,renewal,123,2025-05-13,147,6,10910.0,True
L029418,U140543,14,renewal,123,2025-05-13,171,12,9720.0,True
L029419,U150169,15,renewal,123,2025-05-13,147,6,7340.0,True
L029420,U150208,15,renewal,123,2025-05-13,171,12,11700.0,True
L029421,U150265,15,renewal,123,2025-05-13,147,6,11040.0,True
L029422,U150295,15,renewal,123,2025-05-13,147,6,11110.0,True
L029423,U150329,15,renewal,123,2025-05-13,147,6,9110.0,True
L029424,U150452,15,renewal,123,2025-05-13,171,12,9310.0,True
L029425,U150465,15,renewal,123,2025-05-13,147,6,6600.0,True
L029426,U150478,15,renewal,123,2025-05-13,147,6,7900.0,True
L029427,U150548,15,renewal,123,2025-05-13,171,12,10230.0,True
L029428,U150562,15,renewal,123,2025-05-13,147,6,9730.0,True
L029429,U150571,15,renewal,123,2025-05-13,171,12,10170.0,True
L029430,U000432,0,year2_3,123,2025-05-13,171,12,14050.0,False
L029431,U000197,0,year2_3,123,2025-05-13,171,12,13090.0,False
L029432,U000354,0,year2_3,123,2025-05-13,171,12,10820.0,False
L029433,U000286,0,year1,123,2025-05-13,171,12,10490.0,False
L029434,U000048,0,year1,123,2025-05-13,147,6,9730.0,False
L029435,U000547,0,year1,123,2025-05-13,147,6,12060.0,False
L029436,U000478,0,year1,123,2025-05-13,171,12,7640.0,False
L029437,U000551,0,year4,123,2025-05-13,147,6,9360.0,False
L029438,U000250,0,year1,123,2025-05-13,171,12,7870.0,False
L029439,U000265,0,year4,123,2025-05-13,147,6,12780.0,False
L029440,U000200,0,year1,123,2025-05-13,147,6,8470.0,False
L029441,U000379,0,year1,123,2025-05-13,147,6,9690.0,False
L029442,U000503,0,firstjob,123,2025-05-13,171,12,12480.0,False
L029443,U000024,0,year1,123,2025-05-13,147,6,8950.0,False
L029444,U000477,0,year1,123,2025-05-13,171,12,11080.0,False
L029445,U000572,0,year2_3,123,2025-05-13,147,6,10550.0,False
L029446,U000213,0,year1,123,2025-05-13,171,12,10590.0,False
L029447,U000102,0,year2_3,123,2025-05-13,171,12,8200.0,False
L029448,U000447,0,year2_3,123,2025-05-13,171,12,9350.0,False
L029449,U000260,0,year2_3,123,2025-05-13,171,12,8280.0,False
L029450,U000437,0,year2_3,123,2025-05-13,147,6,9190.0,False
L029451,U000485,0,year1,123,2025-05-13,147,6,10810.0,False
L029452,U000385,0,year4,123,2025-05-13,171,12,9380.0,False
L029453,U010233,1,year1,123,2025-05-13,171,12,15990.0,False
L029454,U010886,1,year2_3,123,2025-05-13,171,12,9290.0,False
L029455,U010473,1,year1,123,2025-05-13,171,12,9370.0,False
L029456,U010574,1,firstjob,123,2025-05-13,147,6,11400.0,False
L029457,U010590,1,year1,123,2025-05-13,171,12,11980.0,False
L029458,U010185,1,year1,123,2025-05-13,171,12,10540.0,False
L029459,U010612,1,year4,123,2025-05-13,147,6,8690.0,False
L029460,U010217,1,year2_3,123,2025-05-13,171,12,8150.0,False
L029461,U010743,1,year2_3,123,2025-05-13,171,12,9030.0,False
L029462,U010245,1,year1,123,2025-05-13,147,6,11770.0,False
L029463,U011031,1,year1,123,2025-05-13,171,12,9700.0,False
L029464,U010972,1,year2_3,123,2025-05-13,171,12,15110.0,False
L029465,U010153,1,year2_3,123,2025-05-13,147,6,14090.0,False
L029466,U010978,1,year4,123,2025-05-13,171,12,10800.0,False
L029467,U010261,1,year2_3,123,2025-05-13,171,12,13840.0,False
L029468,U010305,1,year4,123,2025-05-13,171,12,10300.0,False
L029469,U010554,1,year1,123,2025-05-13,171,12,10990.0,False
L029470,U010635,1,year4,123,2025-05-13,171,12,8730.0,False
L029471,U010353,1,year1,123,2025-05-13,171,12,10950.0,False
L029472,U010594,1,year2_3,123,2025-05-13,171,12,13930.0,False
L029473,U010343,1,year1,123,2025-05-13,171,12,8650.0,False
L029474,U010873,1,year2_3,123,2025-05-13,171,12,11710.0,False
L029475,U010427,1,firstjob,123,2025-05-13,171,12,12820.0,False
L029476,U010441,1,year1,123,2025-05-13,171,12,11030.0,False
L029477,U010479,1,firstjob,123,2025-05-13,171,12,9700.0,False
L029478,U010730,1,year2_3,123,2025-05-13,147,6,8120.0,False
L029479,U010555,1,firstjob,123,2025-05-13,147,6,12340.0,False
L029480,U010996,1,firstjob,123,2025-05-13,171,12,12800.0,False
L029481,U010262,1,year1,123,2025-05-13,147,6,12520.0,False
L029482,U010741,1,year2_3,123,2025-05-13,147,6,10860.0,False
L029483,U010065,1,year2_3,123,2025-05-13,147,6,10820.0,False
L029484,U010953,1,year4,123,2025-05-13,147,6,9530.0,False
L029485,U010947,1,year1,123,2025-05-13,147,6,10240.0,False
L029486,U011036,1,year2_3,123,2025-05-13,147,6,12780.0,False
L029487,U010062,1,firstjob,123,2025-05-13,147,6,10450.0,False
L029488,U010175,1,year1,123,2025-05-13,171,12,11130.0,False
L029489,U010961,1,year2_3,123,2025-05-13,171,12,10240.0,False
L029490,U010663,1,year2_3,123,2025-05-13,171,12,9880.0,False
L029491,U010680,1,year1,123,2025-05-13,171,12,16510.0,False
L029492,U010735,1,year1,123,2025-05-13,147,6,9640.0,False
L029493,U010165,1,year2_3,123,2025-05-13,147,6,10400.0,False
L029494,U010988,1,firstjob,123,2025-05-13,171,12,8610.0,False
L029495,U011024,1,year2_3,123,2025-05-13,171,12,11520.0,False
L029496,U010837,1,firstjob,123,2025-05-13,171,12,9410.0,False
L029497,U010603,1,year1,123,2025-05-13,171,12,11610.0,False
L029498,U010556,1,year1,123,2025-05-13,171,12,10490.0,False
L029499,U010108,1,year2_3,123,2025-05-13,147,6,9020.0,False
L029500,U010410,1,firstjob,123,2025-05-13,171,12,14150.0,False
L029501,U010252,1,year2_3,123,2025-05-13,171,12,8700.0,False
L029502,U010269,1,year2_3,123,2025-05-13,147,6,11270.0,False
L029503,U020648,2,year2_3,123,2025-05-13,171,12,11650.0,False
L029504,U020159,2,firstjob,123,2025-05-13,171,12,8920.0,False
L029505,U020135,2,year1,123,2025-05-13,147,6,9410.0,False
L029506,U020683,2,year4,123,2025-05-13,171,12,11780.0,False
L029507,U020529,2,year2_3,123,2025-05-13,171,12,8550.0,False
L029508,U020592,2,year1,123,2025-05-13,171,12,11870.0,False
L029509,U020995,2,year4,123,2025-05-13,171,12,10020.0,False
L029510,U020294,2,year1,123,2025-05-13,171,12,13640.0,False
L029511,U020532,2,year1,123,2025-05-13,147,6,11660.0,False
L029512,U020971,2,year2_3,123,2025-05-13,147,6,9400.0,False
L029513,U020098,2,year2_3,123,2025-05-13,171,12,9170.0,False
L029514,U020689,2,year2_3,123,2025-05-13,147,6,10790.0,False
L029515,U020225,2,year2_3,123,2025-05-13,147,6,10720.0,False
L029516,U021049,2,year2_3,123,2025-05-13,171,12,9170.0,False
L029517,U020905,2,year2_3,123,2025-05-13,147,6,9040.0,False
L029518,U020285,2,year1,123,2025-05-13,171,12,9270.0,False
L029519,U021032,2,firstjob,123,2025-05-13,171,12,13250.0,False
L029520,U020419,2,year2_3,123,2025-05-13,147,6,10320.0,False
L029521,U020360,2,year1,123,2025-05-13,147,6,11740.0,False
L029522,U021060,2,year1,123,2025-05-13,147,6,10430.0,False
L029523,U020814,2,year1,123,2025-05-13,171,12,15590.0,False
L029524,U020257,2,year1,123,2025-05-13,147,6,15710.0,False
L029525,U021014,2,firstjob,123,2025-05-13,171,12,9020.0,False
L029526,U020647,2,year1,123,2025-05-13,171,12,11660.0,False
L029527,U020712,2,year2_3,123,2025-05-13,171,12,8150.0,False
L029528,U020439,2,firstjob,123,2025-05-13,147,6,8760.0,False
L029529,U020352,2,year1,123,2025-05-13,171,12,9070.0,False
L029530,U020707,2,year2_3,123,2025-05-13,147,6,11300.0,False
L029531,U020202,2,year2_3,123,2025-05-13,147,6,11810.0,False
L029532,U020983,2,year4,123,2025-05-13,171,12,9160.0,False
L029533,U020391,2,year2_3,123,2025-05-13,171,12,11620.0,False
L029534,U020120,2,year2_3,123,2025-05-13,171,12,11690.0,False
L029535,U020874,2,year1,123,2025-05-13,147,6,12710.0,False
L029536,U020430,2,year1,123,2025-05-13,171,12,9080.0,False
L029537,U020935,2,year1,123,2025-05-13,171,12,11100.0,False
L029538,U020843,2,year2_3,123,2025-05-13,171,12,10780.0,False
L029539,U020253,2,year1,123,2025-05-13,171,12,13630.0,False
L029540,U020523,2,year2_3,123,2025-05-13,147,6,10550.0,False
L029541,U020013,2,year4,123,2025-05-13,171,12,10130.0,False
L029542,U021004,2,year2_3,123,2025-05-13,171,12,8950.0,False
L029543,U021057,2,year4,123,2025-05-13,171,12,9040.0,False
L029544,U020751,2,year1,123,2025-05-13,171,12,8750.0,False
L029545,U020075,2,year4,123,2025-05-13,171,12,9720.0,False
L029546,U020741,2,year1,123,2025-05-13,171,12,12560.0,False
L029547,U020281,2,year2_3,123,2025-05-13,147,6,8250.0,False
L029548,U020811,2,year2_3,123,2025-05-13,171,12,10300.0,False
L029549,U020829,2,year2_3,123,2025-05-13,147,6,11610.0,False
L029550,U020898,2,year4,123,2025-05-13,171,12,10570.0,False
L029551,U020932,2,year1,123,2025-05-13,171,12,9100.0,False
L029552,U020794,2,year2_3,123,2025-05-13,147,6,10780.0,False
L029553,U020006,2,year2_3,123,2025-05-13,171,12,11000.0,False
L029554,U021046,2,year1,123,2025-05-13,171,12,9200.0,False
L029555,U020185,2,year1,123,2025-05-13,147,6,9300.0,False
L029556,U020671,2,firstjob,123,2025-05-13,147,6,10920.0,False
L029557,U020931,2,year4,123,2025-05-13,171,12,14320.0,False
L029558,U030311,3,firstjob,123,2025-05-13,171,12,13560.0,False
L029559,U030401,3,year2_3,123,2025-05-13,147,6,14050.0,False
L029560,U031415,3,year4,123,2025-05-13,171,12,10940.0,False
L029561,U030495,3,year1,123,2025-05-13,147,6,14600.0,False
L029562,U031103,3,year1,123,2025-05-13,171,12,11670.0,False
L029563,U030159,3,year1,123,2025-05-13,147,6,14690.0,False
L029564,U030048,3,year2_3,123,2025-05-13,171,12,8070.0,False
L029565,U031213,3,year2_3,123,2025-05-13,171,12,11770.0,False
L029566,U030735,3,year4,123,2025-05-13,147,6,11800.0,False
L029567,U031551,3,year2_3,123,2025-05-13,171,12,12120.0,False
L029568,U031717,3,year4,123,2025-05-13,171,12,10650.0,False
L029569,U031245,3,year1,123,2025-05-13,171,12,17230.0,False
L029570,U031644,3,year2_3,123,2025-05-13,147,6,9420.0,False
L029571,U030913,3,year2_3,123,2025-05-13,171,12,10920.0,False
L029572,U031046,3,year2_3,123,2025-05-13,147,6,8730.0,False
L029573,U030469,3,year1,123,2025-05-13,171,12,11940.0,False
L029574,U030477,3,year4,123,2025-05-13,171,12,10630.0,False
L029575,U031135,3,year1,123,2025-05-13,147,6,13780.0,False
L029576,U030535,3,year1,123,2025-05-13,171,12,12800.0,False
L029577,U031666,3,firstjob,123,2025-05-13,147,6,11500.0,False
L029578,U031004,3,year2_3,123,2025-05-13,171,12,9110.0,False
L029579,U031636,3,year4,123,2025-05-13,171,12,11300.0,False
L029580,U030422,3,year1,123,2025-05-13,171,12,14760.0,False
L029581,U031678,3,year2_3,123,2025-05-13,171,12,14330.0,False
L029582,U030169,3,year1,123,2025-05-13,171,12,12150.0,False
L029583,U030624,3,firstjob,123,2025-05-13,171,12,11830.0,False
L029584,U030109,3,firstjob,123,2025-05-13,147,6,11990.0,False
L029585,U031101,3,year1,123,2025-05-13,147,6,11090.0,False
L029586,U031642,3,year1,123,2025-05-13,147,6,12430.0,False
L029587,U031740,3,year4,123,2025-05-13,171,12,11540.0,False
L029588,U030319,3,firstjob,123,2025-05-13,147,6,12370.0,False
L029589,U030482,3,year2_3,123,2025-05-13,171,12,11360.0,False
L029590,U031615,3,year1,123,2025-05-13,171,12,12540.0,False
L029591,U031045,3,year1,123,2025-05-13,171,12,10630.0,False
L029592,U030721,3,year2_3,123,2025-05-13,171,12,9760.0,False
L029593,U030185,3,year2_3,123,2025-05-13,147,6,10390.0,False
L029594,U031127,3,year1,123,2025-05-13,171,12,9900.0,False
L029595,U030258,3,year2_3,123,2025-05-13,171,12,14090.0,False
L029596,U031689,3,year1,123,2025-05-13,171,12,8920.0,False
L029597,U030277,3,year2_3,123,2025-05-13,171,12,9240.0,False
L029598,U030214,3,year1,123,2025-05-13,171,12,11970.0,False
L029599,U030358,3,firstjob,123,2025-05-13,171,12,11140.0,False
L029600,U030327,3,year1,123,2025-05-13,171,12,7980.0,False
L029601,U031616,3,year4,123,2025-05-13,147,6,14820.0,False
L029602,U030643,3,year2_3,123,2025-05-13,147,6,11530.0,False
L029603,U030794,3,year1,123,2025-05-13,171,12,12150.0,False
L029604,U031274,3,year4,123,2025-05-13,171,12,11720.0,False
L029605,U030704,3,year2_3,123,2025-05-13,147,6,10840.0,False
L029606,U031673,3,year2_3,123,2025-05-13,147,6,8730.0,False
L029607,U031302,3,year1,123,2025-05-13,171,12,11300.0,False
L029608,U030785,3,year1,123,2025-05-13,171,12,12860.0,False
L029609,U031049,3,year1,123,2025-05-13,171,12,11720.0,False
L029610,U031428,3,year2_3,123,2025-05-13,171,12,11900.0,False
L029611,U030703,3,year2_3,123,2025-05-13,171,12,10350.0,False
L029612,U030680,3,year2_3,123,2025-05-13,147,6,10990.0,False
L029613,U030776,3,year1,123,2025-05-13,171,12,11070.0,False
L029614,U030984,3,firstjob,123,2025-05-13,171,12,9590.0,False
L029615,U031128,3,year2_3,123,2025-05-13,147,6,16990.0,False
L029616,U030114,3,firstjob,123,2025-05-13,147,6,12660.0,False
L029617,U030963,3,year2_3,123,2025-05-13,171,12,14380.0,False
L029618,U030575,3,year2_3,123,2025-05-13,171,12,13140.0,False
L029619,U031109,3,year1,123,2025-05-13,171,12,11130.0,False
L029620,U031708,3,year1,123,2025-05-13,171,12,9400.0,False
L029621,U030767,3,year2_3,123,2025-05-13,171,12,9600.0,False
L029622,U031518,3,year2_3,123,2025-05-13,171,12,11580.0,False
L029623,U030368,3,year1,123,2025-05-13,147,6,12650.0,False
L029624,U040306,4,year1,123,2025-05-13,147,6,11830.0,False
L029625,U040078,4,year2_3,123,2025-05-13,147,6,14300.0,False
L029626,U040866,4,firstjob,123,2025-05-13,171,12,10980.0,False
L029627,U040888,4,year2_3,123,2025-05-13,171,12,10880.0,False
L029628,U040574,4,year1,123,2025-05-13,147,6,13790.0,False
L029629,U040670,4,year1,123,2025-05-13,147,6,11460.0,False
L029630,U040750,4,year1,123,2025-05-13,147,6,9980.0,False
L029631,U040480,4,year1,123,2025-05-13,147,6,7800.0,False
L029632,U040357,4,year4,123,2025-05-13,147,6,9860.0,False
L029633,U040548,4,year4,123,2025-05-13,171,12,8140.0,False
L029634,U040697,4,year1,123,2025-05-13,147,6,9180.0,False
L029635,U040853,4,year1,123,2025-05-13,171,12,12010.0,False
L029636,U040051,4,year1,123,2025-05-13,171,12,11390.0,False
L029637,U040988,4,year2_3,123,2025-05-13,147,6,10800.0,False
L029638,U041032,4,year2_3,123,2025-05-13,147,6,11780.0,False
L029639,U040195,4,year2_3,123,2025-05-13,147,6,11140.0,False
L029640,U040582,4,year1,123,2025-05-13,147,6,10610.0,False
L029641,U040761,4,year1,123,2025-05-13,171,12,13170.0,False
L029642,U040282,4,year4,123,2025-05-13,171,12,10600.0,False
L029643,U040124,4,year1,123,2025-05-13,147,6,10310.0,False
L029644,U040175,4,year1,123,2025-05-13,147,6,7960.0,False
